SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_1,adm2_5,adm2_6,adm2_4,adm2_2,adm2_3,adm2_8,adm2_7
1036,7902,1,55,24,34,228,22.970000000000002,15.48,0,2,0,0,0,0,1,0,0,0
1038,11144,1,18,13,36,177,18.340000000000003,12.869999999999997,0,3,0,0,0,0,0,1,0,0
1040,4100,2,47,1,82,217,21.09,13.85,1,5,0,1,0,0,0,0,0,0
1069,10464,1,55,22,88,337,35.14,24.139999999999997,0,4,0,0,0,1,0,0,0,0
1161,11488,2,52,15,1190,330,33.61,19.490000000000002,0,6,0,0,1,0,0,0,0,0
1178,329,1,40,21,51,136,11.120000000000001,5.430000000000001,0,2,0,0,0,0,1,0,0,0
1190,8528,2,56,18,7,75,14.409999999999998,3.16,0,6,0,0,1,0,0,0,0,0
1230,7361,1,65,22,76,187,11.56,7.9399999999999995,0,2,0,0,0,0,1,0,0,0
1245,10926,2,47,13,11,121,11.229999999999999,8.399999999999997,0,3,0,0,0,0,0,1,0,0
1271,2002,1,26,29,362,313,20.98,12.79,0,6,0,0,1,0,0,0,0,0
1282,10048,1,18,16,24,129,14.639999999999997,11.53,0,5,0,1,0,0,0,0,0,0
1295,8862,2,40,9,118,122,9.9,4.52,0,7,0,0,0,0,0,0,0,1
1304,6517,2,46,18,21,154,14.040000000000001,10.309999999999997,0,3,0,0,0,0,0,1,0,0
1327,6733,2,45,21,352,255,17.52,10.469999999999997,0,8,0,0,0,0,0,0,1,0
1349,1241,2,32,17,10,215,19.14,10.96,0,1,1,0,0,0,0,0,0,0
1356,1940,1,19,22,175,248,17.13,12.409999999999998,0,2,0,0,0,0,1,0,0,0
1370,4737,1,47,24,346,230,15.239999999999998,8.18,0,8,0,0,0,0,0,0,1,0
1378,10827,1,30,21,14,193,16.150000000000002,11.95,0,3,0,0,0,0,0,1,0,0
1381,8701,2,23,17,41,209,23.690000000000005,15.72,0,4,0,0,0,1,0,0,0,0
1384,1040,2,28,24,131,307,18.290000000000003,13.719999999999997,0,2,0,0,0,0,1,0,0,0
1387,7357,2,38,23,14,119,12.91,8.499999999999998,0,2,0,0,0,0,1,0,0,0
1389,1044,2,48,20,29,188,21.440000000000005,14.319999999999999,0,1,1,0,0,0,0,0,0,0
1434,10947,2,48,29,27,120,6.949999999999999,6.419999999999999,0,5,0,1,0,0,0,0,0,0
1451,4596,1,30,9,47,210,15.799999999999999,8.04,0,7,0,0,0,0,0,0,0,1
1457,1192,1,63,22,68,134,13.920000000000002,10.319999999999997,0,7,0,0,0,0,0,0,0,1
1462,8910,2,61,23,15,205,18.93,12.74,0,4,0,0,0,1,0,0,0,0
1526,10616,1,35,10,24,210,12.419999999999998,6.199999999999999,0,7,0,0,0,0,0,0,0,1
1557,11261,1,60,20,72,168,17.7,12.129999999999997,0,1,1,0,0,0,0,0,0,0
1558,346,2,26,21,85,205,24.21,16.21,0,8,0,0,0,0,0,0,1,0
1561,3298,2,26,17,31,106,11.389999999999999,7.639999999999999,0,3,0,0,0,0,0,1,0,0
1566,9384,2,27,14,15,111,13.69,9.479999999999999,0,4,0,0,0,1,0,0,0,0
1596,7088,2,24,4,101,166,29.360000000000003,14.770000000000001,0,5,0,1,0,0,0,0,0,0
1634,9320,1,37,20,20,318,30.97,20.919999999999998,0,2,0,0,0,0,1,0,0,0
1636,7536,1,25,25,47,179,18.279999999999998,12.13,0,4,0,0,0,1,0,0,0,0
1664,9139,1,49,22,14,148,12.89,8.610000000000001,0,2,0,0,0,0,1,0,0,0
1679,492,2,42,30,34,158,17.299999999999997,11.74,0,3,0,0,0,0,0,1,0,0
1697,6748,1,55,17,261,197,20.679999999999996,10.809999999999997,0,1,1,0,0,0,0,0,0,0
1701,258,2,30,20,83,192,15.860000000000001,10.540000000000001,0,2,0,0,0,0,1,0,0,0
1734,7106,2,80,25,263,249,12.55,5.479999999999999,0,1,1,0,0,0,0,0,0,0
1769,9038,2,26,23,12,198,23.25,15.840000000000002,0,1,1,0,0,0,0,0,0,0
1786,9282,2,33,21,1391,163,21.150000000000002,15.279999999999998,0,3,0,0,0,0,0,1,0,0
1798,11758,1,27,16,110,203,21.35,13.900000000000002,0,5,0,1,0,0,0,0,0,0
1799,10771,2,23,15,21,160,14.51,9.4,0,3,0,0,0,0,0,1,0,0
1806,11568,1,23,13,66,239,27.290000000000003,17.270000000000003,0,1,1,0,0,0,0,0,0,0
1809,1083,2,46,22,8,169,15.829999999999997,10.649999999999997,0,2,0,0,0,0,1,0,0,0
1880,4616,2,39,23,83,199,15.529999999999998,8.86,0,2,0,0,0,0,1,0,0,0
1904,2433,1,18,11,17,88,9.059999999999999,6.6899999999999995,0,5,0,1,0,0,0,0,0,0
1923,992,1,28,6,346,292,18.499999999999996,14.95,0,2,0,0,0,0,1,0,0,0
1937,10769,1,21,5,117,161,13.040000000000001,10.94,0,2,0,0,0,0,1,0,0,0
1973,4616,1,40,23,84,219,17.749999999999996,9.75,0,2,0,0,0,0,1,0,0,0
2023,7662,2,65,3,55,138,13.239999999999997,10.009999999999998,0,2,0,0,0,0,1,0,0,0
2057,10609,1,18,21,25,165,13.52,6.39,0,2,0,0,0,0,1,0,0,0
2067,5105,2,30,17,51,211,14.709999999999999,9.74,0,3,0,0,0,0,0,1,0,0
2079,1408,1,70,27,58,117,15.96,11.61,0,5,0,1,0,0,0,0,0,0
2087,7826,2,43,22,16,231,22.200000000000003,14.929999999999996,0,2,0,0,0,0,1,0,0,0
2089,6613,1,35,3,122,212,15.26,12.61,0,2,0,0,0,0,1,0,0,0
2093,8930,2,50,17,275,153,10.870000000000001,6.1,0,1,1,0,0,0,0,0,0,0
2124,2018,2,23,23,46,148,11.159999999999998,8.569999999999999,0,5,0,1,0,0,0,0,0,0
2126,5028,2,58,19,44,183,18.41,13.239999999999997,0,4,0,0,0,1,0,0,0,0
2136,7448,1,23,18,350,281,15.329999999999998,9.489999999999998,0,6,0,0,1,0,0,0,0,0
2138,631,2,20,16,57,131,11.21,8.33,0,5,0,1,0,0,0,0,0,0
2145,6220,1,55,24,74,150,13.36,6.62,0,8,0,0,0,0,0,0,1,0
2227,6664,2,46,10,208,124,8.470000000000002,5.500000000000001,0,7,0,0,0,0,0,0,0,1
2233,4187,2,36,8,134,132,11.770000000000001,8.75,0,5,0,1,0,0,0,0,0,0
2265,4099,1,40,20,14,213,23.88,16.279999999999998,0,4,0,0,0,1,0,0,0,0
2268,10098,2,43,16,36,187,21.6,14.07,0,1,1,0,0,0,0,0,0,0
2269,4270,2,70,11,37,225,13.560000000000002,8.79,0,5,0,1,0,0,0,0,0,0
2284,7410,2,56,27,47,113,9.510000000000002,6.49,0,2,0,0,0,0,1,0,0,0
2375,8519,2,40,21,55,192,48.56999999999999,7.2299999999999995,0,8,0,0,0,0,0,0,1,0
2379,7694,2,50,15,3,95,5.369999999999999,2.9999999999999996,0,6,0,0,1,0,0,0,0,0
2392,592,2,31,27,41,117,14.03,9.46,0,2,0,0,0,0,1,0,0,0
2403,3587,2,65,23,8,156,20.700000000000003,13.799999999999999,0,1,1,0,0,0,0,0,0,0
2450,4977,2,47,19,53,119,15.24,10.41,0,4,0,0,0,1,0,0,0,0
2480,169,1,26,16,52,266,26.220000000000006,17.300000000000004,0,5,0,1,0,0,0,0,0,0
2506,9014,2,30,13,344,155,14.379999999999997,6.659999999999998,0,1,1,0,0,0,0,0,0,0
2524,6892,2,27,16,103,138,12.419999999999998,9.609999999999998,0,5,0,1,0,0,0,0,0,0
2549,769,1,25,27,29,129,12.27,8.95,0,5,0,1,0,0,0,0,0,0
2558,2916,1,35,13,15,151,12.910000000000002,8.229999999999999,0,3,0,0,0,0,0,1,0,0
2563,3777,2,27,15,30,160,19.05,13.16,0,4,0,0,0,1,0,0,0,0
2568,6586,1,58,17,13,159,13.48,9.889999999999999,0,3,0,0,0,0,0,1,0,0
2585,981,2,18,23,66,230,25.17,16.86,0,6,0,0,1,0,0,0,0,0
2607,8059,1,35,14,116,136,17.490000000000002,7.709999999999999,0,1,1,0,0,0,0,0,0,0
2608,8115,1,60,11,305,162,12.55,8.03,0,3,0,0,0,0,0,1,0,0
2612,3529,1,24,24,84,145,13.870000000000001,6.27,0,8,0,0,0,0,0,0,1,0
2653,6034,2,47,14,31,96,8.209999999999999,6.6000000000000005,0,5,0,1,0,0,0,0,0,0
2660,5783,1,38,19,96,183,23.490000000000002,13.950000000000001,0,5,0,1,0,0,0,0,0,0
2662,4818,2,30,6,12,122,15.74,10.93,0,2,0,0,0,0,1,0,0,0
2714,708,2,63,23,54,226,25.9,17.309999999999995,0,6,0,0,1,0,0,0,0,0
2732,9178,2,52,27,49,117,11.93,8.29,0,5,0,1,0,0,0,0,0,0
2778,1940,2,18,22,173,237,16.619999999999997,12.2,0,2,0,0,0,0,1,0,0,0
2781,1986,1,33,23,135,213,16.32,12.049999999999997,0,4,0,0,0,1,0,0,0,0
2784,4547,2,55,16,577,165,13.79,9.859999999999998,0,6,0,0,1,0,0,0,0,0
2792,992,2,24,6,301,242,13.629999999999999,10.459999999999999,0,2,0,0,0,0,1,0,0,0
2803,3383,2,42,21,53,146,21.24,15.73,0,1,1,0,0,0,0,0,0,0
2816,8572,2,25,22,31,255,26.009999999999998,17.14,0,2,0,0,0,0,1,0,0,0
2827,2777,2,24,28,87,222,12.9,8.459999999999999,0,3,0,0,0,0,0,1,0,0
2840,8785,1,27,16,31,184,22.25,14.71,0,6,0,0,1,0,0,0,0,0
2880,6081,2,21,25,13,184,20.959999999999997,14.399999999999999,0,4,0,0,0,1,0,0,0,0
2930,9013,2,18,22,21,171,19.330000000000002,13.239999999999998,0,2,0,0,0,0,1,0,0,0
2978,2251,1,18,17,8,174,18.94,12.839999999999998,0,1,1,0,0,0,0,0,0,0
2990,1904,1,34,23,77,299,30.95,20.560000000000002,0,2,0,0,0,0,1,0,0,0
3003,1319,1,35,25,41,252,27.45,18.28,0,2,0,0,0,0,1,0,0,0
3021,205,2,31,17,130,126,11.71,6.569999999999998,0,1,1,0,0,0,0,0,0,0
3036,3177,1,50,16,44,228,25.839999999999996,17.070000000000004,0,1,1,0,0,0,0,0,0,0
3054,10716,1,27,29,124,189,20.040000000000006,13.719999999999999,0,3,0,0,0,0,0,1,0,0
3073,4576,1,45,23,95,157,13.38,6.339999999999999,0,2,0,0,0,0,1,0,0,0
3085,820,1,65,15,120,218,17.18,14,0,6,0,0,1,0,0,0,0,0
3115,10616,2,52,10,23,228,13.709999999999999,6.999999999999999,0,7,0,0,0,0,0,0,0,1
3128,1310,1,55,22,211,191,13.93,11.700000000000001,0,7,0,0,0,0,0,0,0,1
3133,7536,2,36,25,47,156,15.02,9.83,0,4,0,0,0,1,0,0,0,0
3172,9862,2,18,8,35,84,8.179999999999998,5.9799999999999995,0,5,0,1,0,0,0,0,0,0
3183,11339,2,23,22,25,220,25.090000000000003,16.960000000000004,0,6,0,0,1,0,0,0,0,0
3209,4757,2,31,31,88,87,8.540000000000001,4.119999999999999,0,3,0,0,0,0,0,1,0,0
3225,7015,1,31,21,98,285,30.350000000000005,20.259999999999994,0,6,0,0,1,0,0,0,0,0
3272,11879,2,65,13,70,103,11.08,7.409999999999999,0,3,0,0,0,0,0,1,0,0
3273,3843,1,35,16,1225,233,21.95,13.229999999999999,0,5,0,1,0,0,0,0,0,0
3283,5720,1,36,15,12,104,14.700000000000001,13.279999999999998,0,3,0,0,0,0,0,1,0,0
3294,11522,2,25,4,58,213,21.17,13.14,0,5,0,1,0,0,0,0,0,0
3295,520,1,28,16,62,176,23.55,12.849999999999998,0,5,0,1,0,0,0,0,0,0
3332,8084,2,43,25,1004,283,26.959999999999997,15.829999999999997,0,8,0,0,0,0,0,0,1,0
3361,2667,2,55,16,37,139,14.410000000000002,10.089999999999998,0,5,0,1,0,0,0,0,0,0
3394,2937,1,27,26,14,201,24.46,16.6,0,6,0,0,1,0,0,0,0,0
3402,5258,1,27,21,31,165,21.170000000000005,14.35,0,3,0,0,0,0,0,1,0,0
3428,8664,2,26,26,52,178,18.909999999999997,12.799999999999999,0,8,0,0,0,0,0,0,1,0
3453,6409,1,20,17,17,100,8.860000000000001,6.1899999999999995,0,3,0,0,0,0,0,1,0,0
3457,4633,1,38,25,26,155,16.770000000000003,11.38,0,4,0,0,0,1,0,0,0,0
3462,4077,1,32,21,184,238,25.39,11.769999999999998,0,8,0,0,0,0,0,0,1,0
3481,1051,2,35,14,51,132,14.38,9.82,0,5,0,1,0,0,0,0,0,0
3522,6284,2,21,25,7,136,12.37,9.819999999999999,0,5,0,1,0,0,0,0,0,0
3531,6548,2,23,23,59,159,17.569999999999993,12.359999999999998,0,4,0,0,0,1,0,0,0,0
3600,4015,2,56,22,69,70,7.159999999999999,3.7199999999999998,0,8,0,0,0,0,0,0,1,0
3693,7531,2,47,19,18,171,18.009999999999998,10.579999999999997,0,3,0,0,0,0,0,1,0,0
3699,5738,2,29,16,88,209,21.73,13.61,0,1,1,0,0,0,0,0,0,0
3716,3435,1,42,17,28,225,24.939999999999998,16.970000000000002,0,1,1,0,0,0,0,0,0,0
3755,7802,2,23,1,134,152,13.389999999999997,11.419999999999998,1,2,0,0,0,0,1,0,0,0
3757,6700,1,26,4,12,202,22.730000000000004,15.159999999999998,0,5,0,1,0,0,0,0,0,0
3760,2761,1,45,20,370,94,18.23,8.049999999999999,0,2,0,0,0,0,1,0,0,0
3779,10728,2,38,27,12,204,26.29,17.57,0,1,1,0,0,0,0,0,0,0
3795,7168,1,65,17,39,295,33.57,22.900000000000002,0,7,0,0,0,0,0,0,0,1
3811,8575,2,27,31,10,158,11.920000000000002,10.34,0,3,0,0,0,0,0,1,0,0
3816,6159,2,35,21,12,188,21.810000000000002,14.489999999999998,0,3,0,0,0,0,0,1,0,0
3890,835,2,30,30,97,211,29.3,15.69,0,5,0,1,0,0,0,0,0,0
3897,2779,2,37,25,33,224,20.210000000000004,14.23,0,8,0,0,0,0,0,0,1,0
3901,794,1,32,23,95,129,9.9,4.699999999999999,0,2,0,0,0,0,1,0,0,0
3926,4995,2,22,22,83,149,11.25,8.709999999999997,0,2,0,0,0,0,1,0,0,0
3928,10904,2,53,20,28,178,19.87,13.389999999999997,0,1,1,0,0,0,0,0,0,0
3929,6481,2,18,15,17,141,11.159999999999998,5.6499999999999995,0,6,0,0,1,0,0,0,0,0
3940,11140,1,50,22,19,243,27.430000000000003,18.69,0,2,0,0,0,0,1,0,0,0
4000,6705,1,35,25,150,241,18.36,13.2,0,7,0,0,0,0,0,0,0,1
4005,2129,1,38,22,159,211,18.03,15.16,0,2,0,0,0,0,1,0,0,0
4022,4383,2,25,19,2,100,66.72999999999999,5.699999999999999,0,8,0,0,0,0,0,0,1,0
4036,4293,2,48,21,331,223,9.760000000000002,4.5,0,8,0,0,0,0,0,0,1,0
4046,6795,1,46,20,131,236,17.03,13.689999999999998,0,2,0,0,0,0,1,0,0,0
4048,2901,1,35,6,130,181,13.939999999999998,11.979999999999999,0,2,0,0,0,0,1,0,0,0
4049,10705,2,26,9,31,175,13.52,6.7799999999999985,0,7,0,0,0,0,0,0,0,1
4053,8950,2,28,17,16,175,20.04,13.319999999999999,0,4,0,0,0,1,0,0,0,0
4059,4847,2,19,27,42,143,13.05,9.78,0,5,0,1,0,0,0,0,0,0
4064,7830,2,50,23,5,148,19.28,12.680000000000001,0,4,0,0,0,1,0,0,0,0
4075,7924,2,44,25,39,150,15.41,11.43,0,5,0,1,0,0,0,0,0,0
4100,1492,2,56,8,47,141,12.63,9.69,0,5,0,1,0,0,0,0,0,0
4115,9868,2,35,25,60,186,55.870000000000005,14.109999999999998,0,8,0,0,0,0,0,0,1,0
4131,7832,2,25,16,438,284,17.62,10.189999999999998,0,5,0,1,0,0,0,0,0,0
4150,3436,1,20,19,125,242,26.060000000000002,17.090000000000003,0,7,0,0,0,0,0,0,0,1
4157,3000,1,38,17,79,288,30.330000000000002,20.010000000000005,0,7,0,0,0,0,0,0,0,1
4161,3053,2,68,21,22,158,15.65,9.869999999999997,0,4,0,0,0,1,0,0,0,0
4218,4539,1,60,16,9,159,20.41,13.850000000000001,0,6,0,0,1,0,0,0,0,0
4241,6509,1,38,29,12,217,26.38,17.75,0,5,0,1,0,0,0,0,0,0
4274,7910,1,40,15,2312,374,38.06999999999999,19.35,0,6,0,0,1,0,0,0,0,0
4287,1441,2,26,6,10,191,20.94,14.45,0,2,0,0,0,0,1,0,0,0
4351,3866,1,40,17,132,134,17.65,10.33,0,3,0,0,0,0,0,1,0,0
4363,11510,1,47,21,1762,286,26.999999999999996,13.68,0,8,0,0,0,0,0,0,1,0
4371,1080,2,37,11,38,174,14.519999999999998,9.84,0,3,0,0,0,0,0,1,0,0
4374,2094,2,28,17,39,128,10.23,7.6899999999999995,0,3,0,0,0,0,0,1,0,0
4375,5051,2,33,26,20,235,25.68,17.240000000000002,0,6,0,0,1,0,0,0,0,0
4396,7176,2,43,22,112,263,23.8,16.2,0,4,0,0,0,1,0,0,0,0
4402,5658,2,18,24,111,177,13.46,11.14,0,7,0,0,0,0,0,0,0,1
4429,2040,1,58,22,1496,362,40.87000000000001,23.669999999999998,0,4,0,0,0,1,0,0,0,0
4434,11491,1,42,19,1163,308,31.950000000000006,18.5,0,4,0,0,0,1,0,0,0,0
4444,8942,2,28,17,48,244,24.35,15.79,0,1,1,0,0,0,0,0,0,0
4468,11514,1,35,15,1397,216,18.980000000000004,11.549999999999997,0,6,0,0,1,0,0,0,0,0
4473,9178,2,20,27,49,159,17.750000000000004,12.409999999999995,0,5,0,1,0,0,0,0,0,0
4483,6881,1,72,17,225,331,30.380000000000003,19.609999999999996,0,7,0,0,0,0,0,0,0,1
4496,3281,2,28,12,15,293,24.69,16.340000000000003,0,6,0,0,1,0,0,0,0,0
4543,9135,1,47,22,21,142,33.28,10.899999999999997,0,8,0,0,0,0,0,0,1,0
4599,665,1,42,12,12,168,16.39,11.520000000000001,0,6,0,0,1,0,0,0,0,0
4625,1916,1,35,14,22,146,18.790000000000003,12.44,0,4,0,0,0,1,0,0,0,0
4627,2791,2,23,12,260,379,25.900000000000002,18.119999999999997,0,6,0,0,1,0,0,0,0,0
4628,8059,2,33,14,89,116,15.64,6.68,0,1,1,0,0,0,0,0,0,0
4629,1052,2,20,14,170,154,11.079999999999998,6.06,0,1,1,0,0,0,0,0,0,0
4632,769,1,20,27,29,129,12.27,8.949999999999998,0,5,0,1,0,0,0,0,0,0
4677,11660,2,26,17,9,96,4.75,4.61,0,3,0,0,0,0,0,1,0,0
4681,7525,2,65,22,76,320,35.31,22.52,0,8,0,0,0,0,0,0,1,0
4697,7822,1,60,9,66,145,10.81,5.16,0,7,0,0,0,0,0,0,0,1
4784,2278,2,43,29,17,170,16.490000000000002,11.739999999999995,0,3,0,0,0,0,0,1,0,0
4816,11660,2,58,17,9,96,4.750000000000001,4.609999999999999,0,3,0,0,0,0,0,1,0,0
4822,2387,1,43,19,70,180,20.45,13.92,0,5,0,1,0,0,0,0,0,0
4823,11110,2,36,22,21,249,26.489999999999995,17.439999999999998,0,2,0,0,0,0,1,0,0,0
4834,8471,1,42,22,87,188,18.81,13.84,0,7,0,0,0,0,0,0,0,1
4848,3380,1,31,27,61,222,24.470000000000002,16.710000000000004,0,6,0,0,1,0,0,0,0,0
4851,4547,2,34,16,473,144,12.09,8.76,0,6,0,0,1,0,0,0,0,0
4857,2669,2,36,8,232,260,20.08,12.69,0,2,0,0,0,0,1,0,0,0
4870,2980,2,40,3,68,85,8.999999999999998,6.319999999999999,0,2,0,0,0,0,1,0,0,0
4926,1263,1,35,13,29,132,17.090000000000003,11.799999999999999,0,3,0,0,0,0,0,1,0,0
4933,957,1,30,16,271,245,20.159999999999993,16.04,0,6,0,0,1,0,0,0,0,0
4954,10786,2,30,18,11,192,23.12,15.8,0,4,0,0,0,1,0,0,0,0
4986,3435,2,38,17,24,203,22.840000000000003,15.519999999999998,0,1,1,0,0,0,0,0,0,0
4992,7658,1,40,22,57,154,16.7,10.959999999999997,0,7,0,0,0,0,0,0,0,1
5006,2000,2,27,21,46,138,10.560000000000002,7.930000000000001,0,1,1,0,0,0,0,0,0,0
5037,2557,2,38,20,1483,259,26.57,14.019999999999998,0,1,1,0,0,0,0,0,0,0
5045,3436,2,47,19,171,271,26.970000000000006,17.46,0,7,0,0,0,0,0,0,0,1
5049,881,2,29,29,47,150,25.619999999999997,10.66,0,2,0,0,0,0,1,0,0,0
5105,708,2,36,23,54,226,25.900000000000002,17.309999999999995,0,6,0,0,1,0,0,0,0,0
5136,1063,1,55,24,3,122,30.310000000000002,10.069999999999999,0,8,0,0,0,0,0,0,1,0
5138,7029,2,65,17,61,177,17.580000000000002,11.47,0,1,1,0,0,0,0,0,0,0
5146,2901,2,30,6,119,169,12.789999999999997,10.919999999999998,0,2,0,0,0,0,1,0,0,0
5148,1866,2,33,15,9,77,6.800000000000001,3.1199999999999997,0,6,0,0,1,0,0,0,0,0
5154,7529,1,25,28,32,169,16.74,11.209999999999999,0,6,0,0,1,0,0,0,0,0
5156,3061,1,30,22,330,409,29.13,17.72,0,4,0,0,0,1,0,0,0,0
5163,9189,1,55,29,12,152,15.510000000000002,10.889999999999997,0,3,0,0,0,0,0,1,0,0
5212,4280,2,56,5,107,204,13.97,11.370000000000001,0,2,0,0,0,0,1,0,0,0
5234,11709,2,38,14,34,145,27.929999999999996,6.1899999999999995,0,1,1,0,0,0,0,0,0,0
5251,6605,1,36,8,37,205,20.98,14.31,0,2,0,0,0,0,1,0,0,0
5304,402,1,30,17,67,234,23.640000000000004,15.89,0,1,1,0,0,0,0,0,0,0
5320,8016,2,46,22,10,215,20.320000000000004,13.56,0,4,0,0,0,1,0,0,0,0
5328,9522,2,70,20,18,179,18.490000000000002,12.539999999999996,0,2,0,0,0,0,1,0,0,0
5332,4400,2,30,13,11,170,19.169999999999998,12.719999999999994,0,3,0,0,0,0,0,1,0,0
5364,1719,1,32,16,131,281,18.87,12.339999999999998,0,6,0,0,1,0,0,0,0,0
5380,9437,1,63,19,48,220,25.959999999999997,17.349999999999998,0,8,0,0,0,0,0,0,1,0
5381,2886,1,50,21,59,262,26.340000000000003,17.879999999999995,0,1,1,0,0,0,0,0,0,0
5400,28,1,50,16,1209,235,25.67,13.829999999999998,0,1,1,0,0,0,0,0,0,0
5426,10783,1,40,15,21,100,10.68,6.119999999999999,0,3,0,0,0,0,0,1,0,0
5431,6706,2,20,21,84,281,26.909999999999997,17.98,0,6,0,0,1,0,0,0,0,0
5432,6664,1,20,10,286,180,13.460000000000003,9.369999999999997,0,7,0,0,0,0,0,0,0,1
5433,1465,1,25,13,56,227,24.57,16.48,0,1,1,0,0,0,0,0,0,0
5434,3777,1,30,15,11,139,17.049999999999997,11.319999999999999,0,4,0,0,0,1,0,0,0,0
5492,6409,1,60,17,15,109,11.100000000000001,7.81,0,3,0,0,0,0,0,1,0,0
5493,9589,1,41,16,52,283,24.669999999999995,16.96,0,6,0,0,1,0,0,0,0,0
5498,2837,2,30,12,30,159,12.349999999999998,8.739999999999998,0,3,0,0,0,0,0,1,0,0
5515,492,1,45,30,44,181,19.58,13.329999999999998,0,3,0,0,0,0,0,1,0,0
