SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_2,adm2_6,adm2_3,adm2_7,adm2_8,adm2_1,adm2_4,adm2_5
3331,5594,1,39,12,2467,0,1,0,0,0,0,0,1,0,0
3362,10079,1,62,6,2361,0,4,0,0,0,0,0,0,1,0
3384,9594,1,30,29,1560,0,7,0,0,0,1,0,0,0,0
3399,3982,1,39,19,632,0,8,0,0,0,0,1,0,0,0
3424,7943,1,67,12,1448,0,1,0,0,0,0,0,1,0,0
3454,8403,1,28,24,1049,0,3,0,0,1,0,0,0,0,0
3485,5682,1,48,29,2272,0,3,0,0,1,0,0,0,0,0
3508,42,1,38,29,2169,0,3,0,0,1,0,0,0,0,0
3516,10096,1,40,1,1489,1,1,0,0,0,0,0,1,0,0
3521,3285,1,54,3,986,0,7,0,0,0,1,0,0,0,0
3538,10196,1,32,20,1969,0,7,0,0,0,1,0,0,0,0
3564,10017,1,34,9,1420,0,1,0,0,0,0,0,1,0,0
3595,2927,1,61,14,1655,0,2,1,0,0,0,0,0,0,0
3597,8035,1,23,8,1862,0,1,0,0,0,0,0,1,0,0
3638,8489,1,75,11,1513,0,4,0,0,0,0,0,0,1,0
3654,5364,1,48,5,1967,0,3,0,0,1,0,0,0,0,0
3815,3005,1,55,21,2409,0,1,0,0,0,0,0,1,0,0
3837,7059,1,42,16,1530,0,5,0,0,0,0,0,0,0,1
3844,9832,1,37,2,1781,0,1,0,0,0,0,0,1,0,0
3867,1207,1,50,17,2291,0,7,0,0,0,1,0,0,0,0
3920,399,1,35,25,2383,0,3,0,0,1,0,0,0,0,0
3997,8534,1,28,26,1777,0,5,0,0,0,0,0,0,0,1
4014,8945,1,40,7,2854,1,3,0,0,1,0,0,0,0,0
4028,5846,1,42,8,1391,0,8,0,0,0,0,1,0,0,0
4148,11717,1,28,16,1485,0,5,0,0,0,0,0,0,0,1
4176,6356,1,39,5,1811,0,3,0,0,1,0,0,0,0,0
4194,836,1,18,28,913,0,3,0,0,1,0,0,0,0,0
4196,8121,1,34,22,1857,0,5,0,0,0,0,0,0,0,1
4207,3514,1,55,9,1236,0,8,0,0,0,0,1,0,0,0
4320,317,1,38,9,1182,0,6,0,1,0,0,0,0,0,0
4322,1108,1,47,26,1305,0,7,0,0,0,1,0,0,0,0
4344,770,1,43,14,2182,0,1,0,0,0,0,0,1,0,0
4369,8939,1,18,7,1351,1,1,0,0,0,0,0,1,0,0
4579,6786,1,35,24,1430,0,5,0,0,0,0,0,0,0,1
4593,11302,1,52,31,1617,0,1,0,0,0,0,0,1,0,0
4619,2765,1,46,12,1767,0,1,0,0,0,0,0,1,0,0
4620,3249,1,35,7,1575,1,6,0,1,0,0,0,0,0,0
4644,8968,1,18,9,2178,0,4,0,0,0,0,0,0,1,0
4704,3642,1,22,26,1743,0,1,0,0,0,0,0,1,0,0
4723,2272,1,35,25,1565,0,5,0,0,0,0,0,0,0,1
4733,7709,1,35,14,1199,0,8,0,0,0,0,1,0,0,0
4771,3509,1,26,25,1683,0,7,0,0,0,1,0,0,0,0
4871,4548,1,66,30,1011,0,1,0,0,0,0,0,1,0,0
4960,7438,1,45,21,1495,0,3,0,0,1,0,0,0,0,0
5008,10286,1,35,28,1766,0,7,0,0,0,1,0,0,0,0
5055,5087,1,41,24,1439,0,8,0,0,0,0,1,0,0,0
5067,8582,1,20,25,1496,0,5,0,0,0,0,0,0,0,1
5069,1066,1,30,12,1461,0,2,1,0,0,0,0,0,0,0
5089,3598,1,42,16,2280,0,4,0,0,0,0,0,0,1,0
5170,8901,1,42,14,3080,0,1,0,0,0,0,0,1,0,0
5279,4742,1,53,9,1222,0,8,0,0,0,0,1,0,0,0
5321,5598,1,35,22,1523,0,5,0,0,0,0,0,0,0,1
5336,847,1,23,23,1517,0,5,0,0,0,0,0,0,0,1
5386,4361,1,26,14,1477,0,8,0,0,0,0,1,0,0,0
5438,10291,1,30,20,1628,0,5,0,0,0,0,0,0,0,1
5511,9067,1,30,21,943,0,8,0,0,0,0,1,0,0,0
5552,10539,1,49,16,2030,0,3,0,0,1,0,0,0,0,0
5558,9831,1,20,29,1454,0,7,0,0,0,1,0,0,0,0
5596,400,1,47,29,1135,0,4,0,0,0,0,0,0,1,0
5598,8307,1,45,23,2070,0,3,0,0,1,0,0,0,0,0
5644,4670,1,30,28,2025,0,3,0,0,1,0,0,0,0,0
5660,4313,1,22,2,1334,0,6,0,1,0,0,0,0,0,0
5871,11012,1,44,7,1370,1,1,0,0,0,0,0,1,0,0
5879,11842,1,19,23,2110,0,7,0,0,0,1,0,0,0,0
5898,8502,1,40,14,1777,0,8,0,0,0,0,1,0,0,0
5973,8969,1,55,20,1733,0,8,0,0,0,0,1,0,0,0
5996,3042,1,75,13,1391,0,4,0,0,0,0,0,0,1,0
6071,9826,1,45,14,1836,0,2,1,0,0,0,0,0,0,0
6119,7467,1,28,9,1557,0,8,0,0,0,0,1,0,0,0
6155,1671,1,34,13,1744,0,1,0,0,0,0,0,1,0,0
6168,9569,1,65,24,1735,0,3,0,0,1,0,0,0,0,0
6170,6455,1,22,11,2309,0,1,0,0,0,0,0,1,0,0
6213,3805,1,19,12,2276,0,6,0,1,0,0,0,0,0,0
6222,7594,1,39,28,1621,0,3,0,0,1,0,0,0,0,0
6270,9866,1,55,5,1215,0,8,0,0,0,0,1,0,0,0
6283,11134,1,36,13,1582,0,7,0,0,0,1,0,0,0,0
6295,2914,1,41,25,1624,0,4,0,0,0,0,0,0,1,0
6320,4865,1,30,25,1602,0,7,0,0,0,1,0,0,0,0
6327,1730,1,40,22,2264,0,8,0,0,0,0,1,0,0,0
6357,4842,1,19,25,1963,0,4,0,0,0,0,0,0,1,0
6368,10355,1,52,13,1250,0,5,0,0,0,0,0,0,0,1
6411,1826,1,46,6,1519,0,3,0,0,1,0,0,0,0,0
6458,9604,1,45,28,1327,0,6,0,1,0,0,0,0,0,0
6510,11064,1,27,16,1506,0,5,0,0,0,0,0,0,0,1
6589,4250,1,20,1,1612,1,1,0,0,0,0,0,1,0,0
6595,4459,1,51,9,2213,0,4,0,0,0,0,0,0,1,0
6677,4548,1,38,30,1654,0,1,0,0,0,0,0,1,0,0
6691,4499,1,50,30,1343,0,6,0,1,0,0,0,0,0,0
6728,10348,1,41,6,2454,0,3,0,0,1,0,0,0,0,0
6772,5588,1,56,9,688,0,2,1,0,0,0,0,0,0,0
6784,3520,1,35,9,1319,0,2,1,0,0,0,0,0,0,0
6813,693,1,26,26,1639,0,7,0,0,0,1,0,0,0,0
6854,10905,1,55,22,1628,0,1,0,0,0,0,0,1,0,0
6871,1377,1,33,7,1095,1,1,0,0,0,0,0,1,0,0
6905,6804,1,38,12,1444,0,2,1,0,0,0,0,0,0,0
6909,1744,1,65,6,1517,0,6,0,1,0,0,0,0,0,0
6945,2296,1,40,30,1813,0,6,0,1,0,0,0,0,0,0
6963,6739,1,50,20,1679,0,5,0,0,0,0,0,0,0,1
7026,11519,1,37,26,1817,0,5,0,0,0,0,0,0,0,1
7080,8001,1,34,28,1906,0,3,0,0,1,0,0,0,0,0
7189,6512,1,30,26,1225,0,1,0,0,0,0,0,1,0,0
7199,9218,1,62,19,1905,0,3,0,0,1,0,0,0,0,0
7204,2569,1,61,6,1648,0,3,0,0,1,0,0,0,0,0
7213,3601,1,35,23,2283,0,3,0,0,1,0,0,0,0,0
7297,4875,1,31,6,1201,0,8,0,0,0,0,1,0,0,0
7317,11283,1,35,2,1576,0,3,0,0,1,0,0,0,0,0
7347,2501,1,38,12,932,0,8,0,0,0,0,1,0,0,0
7365,9878,1,22,7,1585,1,6,0,1,0,0,0,0,0,0
7368,7270,1,35,11,216,0,1,0,0,0,0,0,1,0,0
7456,2426,1,58,14,1875,0,1,0,0,0,0,0,1,0,0
7466,10467,1,25,16,1586,0,3,0,0,1,0,0,0,0,0
7488,9832,1,62,2,1335,0,1,0,0,0,0,0,1,0,0
7502,2006,1,60,13,1426,0,7,0,0,0,1,0,0,0,0
7505,11511,1,42,22,2067,0,5,0,0,0,0,0,0,0,1
7526,7099,1,34,13,1058,0,1,0,0,0,0,0,1,0,0
7678,5299,1,18,9,1839,0,1,0,0,0,0,0,1,0,0
7697,9745,1,40,23,1295,0,8,0,0,0,0,1,0,0,0
7716,2295,1,48,2,1450,0,3,0,0,1,0,0,0,0,0
7751,7982,1,18,14,1474,0,4,0,0,0,0,0,0,1,0
7756,4136,1,18,26,1238,0,5,0,0,0,0,0,0,0,1
7816,3509,1,70,25,717,0,7,0,0,0,1,0,0,0,0
7896,2156,1,28,17,1992,0,3,0,0,1,0,0,0,0,0
7925,7311,1,28,1,1935,1,3,0,0,1,0,0,0,0,0
7952,3684,1,39,22,2254,0,8,0,0,0,0,1,0,0,0
8025,6671,1,41,19,1621,0,7,0,0,0,1,0,0,0,0
8044,11562,1,30,23,1492,0,1,0,0,0,0,0,1,0,0
8049,6199,1,34,15,1506,0,4,0,0,0,0,0,0,1,0
8081,3461,1,60,26,1298,0,1,0,0,0,0,0,1,0,0
8179,4482,1,37,23,1800,0,7,0,0,0,1,0,0,0,0
8193,6304,1,40,25,1977,0,5,0,0,0,0,0,0,0,1
8207,4843,1,35,9,1382,0,8,0,0,0,0,1,0,0,0
8262,2524,1,26,26,1934,0,7,0,0,0,1,0,0,0,0
8301,1980,1,48,23,1462,0,8,0,0,0,0,1,0,0,0
8338,4782,1,18,12,1174,0,8,0,0,0,0,1,0,0,0
8341,11583,1,19,8,1843,0,6,0,1,0,0,0,0,0,0
8362,7751,1,47,23,1899,0,7,0,0,0,1,0,0,0,0
8369,3746,1,33,24,1770,0,4,0,0,0,0,0,0,1,0
8418,1829,1,38,9,1483,0,8,0,0,0,0,1,0,0,0
8519,3067,1,46,2,1421,0,1,0,0,0,0,0,1,0,0
8565,1391,1,41,19,1684,0,8,0,0,0,0,1,0,0,0
8589,10673,1,50,31,1570,0,1,0,0,0,0,0,1,0,0
8655,3034,1,20,25,1776,0,1,0,0,0,0,0,1,0,0
8663,156,1,19,28,809,0,6,0,1,0,0,0,0,0,0
8671,5945,1,60,23,2037,0,3,0,0,1,0,0,0,0,0
8790,4088,1,19,28,1838,0,7,0,0,0,1,0,0,0,0
8879,3947,1,46,18,1737,0,5,0,0,0,0,0,0,0,1
8936,3460,1,25,22,1282,0,5,0,0,0,0,0,0,0,1
8948,10440,1,38,23,1794,0,3,0,0,1,0,0,0,0,0
8949,6592,1,18,8,1718,0,1,0,0,0,0,0,1,0,0
9082,5064,1,52,29,1387,0,1,0,0,0,0,0,1,0,0
9084,8995,1,55,26,1584,0,5,0,0,0,0,0,0,0,1
9093,7917,1,60,26,1595,0,1,0,0,0,0,0,1,0,0
9112,8977,1,33,10,1932,0,1,0,0,0,0,0,1,0,0
9115,7596,1,23,26,1173,0,7,0,0,0,1,0,0,0,0
9142,6799,1,52,28,1283,0,6,0,1,0,0,0,0,0,0
9184,9577,1,33,6,1662,0,6,0,1,0,0,0,0,0,0
9197,11240,1,40,29,1761,0,1,0,0,0,0,0,1,0,0
9226,1555,1,65,6,1423,0,4,0,0,0,0,0,0,1,0
9370,10762,1,19,28,1906,0,3,0,0,1,0,0,0,0,0
9411,6926,1,37,9,1143,0,2,1,0,0,0,0,0,0,0
9432,1293,1,40,8,3381,0,3,0,0,1,0,0,0,0,0
9474,1991,1,22,24,1310,0,8,0,0,0,0,1,0,0,0
9533,4946,1,75,18,1487,0,5,0,0,0,0,0,0,0,1
9537,9680,1,41,2,1375,0,6,0,1,0,0,0,0,0,0
9559,4939,1,51,9,1537,0,2,1,0,0,0,0,0,0,0
9636,10605,1,35,20,1320,0,8,0,0,0,0,1,0,0,0
9661,3901,1,53,12,1665,0,6,0,1,0,0,0,0,0,0
9713,4570,1,50,14,2157,0,2,1,0,0,0,0,0,0,0
9766,7815,1,37,6,2826,0,4,0,0,0,0,0,0,1,0
9835,6165,1,35,8,1938,0,1,0,0,0,0,0,1,0,0
9858,2107,1,60,27,1966,0,4,0,0,0,0,0,0,1,0
9885,4512,1,22,7,2073,1,1,0,0,0,0,0,1,0,0
9936,10174,1,23,9,1944,0,4,0,0,0,0,0,0,1,0
9940,7934,1,22,26,1486,0,3,0,0,1,0,0,0,0,0
9955,9391,1,38,20,1456,0,5,0,0,0,0,0,0,0,1
10043,1444,1,20,12,1951,0,6,0,1,0,0,0,0,0,0
10125,7181,1,35,10,1388,0,4,0,0,0,0,0,0,1,0
10198,4030,1,42,24,817,0,3,0,0,1,0,0,0,0,0
10242,5751,1,57,25,1249,0,1,0,0,0,0,0,1,0,0
10317,10437,1,44,3,1323,0,6,0,1,0,0,0,0,0,0
10374,7044,1,37,15,2143,0,8,0,0,0,0,1,0,0,0
10385,10511,1,25,23,2230,0,1,0,0,0,0,0,1,0,0
10418,3947,1,18,18,1737,0,5,0,0,0,0,0,0,0,1
10439,3858,1,50,3,1444,0,7,0,0,0,1,0,0,0,0
10473,8944,1,70,15,1782,0,4,0,0,0,0,0,0,1,0
10489,3988,1,50,16,1471,0,2,1,0,0,0,0,0,0,0
10520,5112,1,45,23,1962,0,3,0,0,1,0,0,0,0,0
10639,7235,1,29,25,1664,0,7,0,0,0,1,0,0,0,0
10672,7232,1,30,15,2058,0,2,1,0,0,0,0,0,0,0
10687,9367,1,22,17,1347,0,7,0,0,0,1,0,0,0,0
10735,6541,1,30,19,1975,0,7,0,0,0,1,0,0,0,0
10759,4954,1,49,9,1401,0,6,0,1,0,0,0,0,0,0
10779,3502,1,43,16,2394,0,3,0,0,1,0,0,0,0,0
10799,1122,1,38,7,459,1,1,0,0,0,0,0,1,0,0
10928,7437,1,28,14,2132,0,4,0,0,0,0,0,0,1,0
10941,6543,1,25,21,1412,0,8,0,0,0,0,1,0,0,0
10971,3669,1,26,14,2380,0,1,0,0,0,0,0,1,0,0
10987,5627,1,31,5,1768,0,7,0,0,0,1,0,0,0,0
10996,11123,1,45,12,867,0,8,0,0,0,0,1,0,0,0
11010,7200,1,28,15,1705,0,1,0,0,0,0,0,1,0,0
11076,10017,1,56,9,1237,0,1,0,0,0,0,0,1,0,0
11112,10855,1,40,13,1483,0,2,1,0,0,0,0,0,0,0
11124,4825,1,42,12,2786,0,6,0,1,0,0,0,0,0,0
11298,3461,1,33,26,1298,0,1,0,0,0,0,0,1,0,0
11302,4676,1,18,24,1599,0,3,0,0,1,0,0,0,0,0
11321,4836,1,42,5,1199,0,8,0,0,0,0,1,0,0,0
11349,6097,1,62,29,1394,0,4,0,0,0,0,0,0,1,0
11468,553,1,53,14,1776,0,4,0,0,0,0,0,0,1,0
11472,8794,1,24,14,2271,0,1,0,0,0,0,0,1,0,0
11615,9343,1,35,22,1984,0,8,0,0,0,0,1,0,0,0
11642,11662,1,37,11,1816,0,1,0,0,0,0,0,1,0,0
11674,10500,1,33,8,1482,0,2,1,0,0,0,0,0,0,0
11703,4206,1,65,11,1380,0,8,0,0,0,0,1,0,0,0
11709,8879,1,18,9,2672,0,4,0,0,0,0,0,0,1,0
11736,7097,1,23,24,1344,0,3,0,0,1,0,0,0,0,0
11754,9912,1,24,16,1271,0,2,1,0,0,0,0,0,0,0
11760,240,1,24,30,1381,0,6,0,1,0,0,0,0,0,0
11767,4654,1,38,26,2487,0,7,0,0,0,1,0,0,0,0
11841,9470,1,32,25,1457,0,5,0,0,0,0,0,0,0,1
11894,274,1,36,13,1733,0,5,0,0,0,0,0,0,0,1
11939,773,1,19,14,1512,0,1,0,0,0,0,0,1,0,0
11999,3629,1,20,15,1121,0,8,0,0,0,0,1,0,0,0
12004,4088,1,40,28,1838,0,7,0,0,0,1,0,0,0,0
12071,10612,1,39,26,2364,0,7,0,0,0,1,0,0,0,0
12076,2211,1,72,24,1306,0,8,0,0,0,0,1,0,0,0
12120,712,1,40,14,1288,0,1,0,0,0,0,0,1,0,0
12133,2111,1,41,23,1794,0,7,0,0,0,1,0,0,0,0
12253,3024,1,40,26,1474,0,5,0,0,0,0,0,0,0,1
12329,9404,1,20,26,1596,0,7,0,0,0,1,0,0,0,0
12379,10097,1,24,10,1059,0,8,0,0,0,0,1,0,0,0
12408,4838,1,34,6,2303,0,3,0,0,1,0,0,0,0,0
12512,11780,1,65,26,1931,0,7,0,0,0,1,0,0,0,0
12535,828,1,35,1,1184,1,1,0,0,0,0,0,1,0,0
12598,3549,1,45,10,1826,0,6,0,1,0,0,0,0,0,0
12613,5406,1,32,9,1181,0,8,0,0,0,0,1,0,0,0
12695,4301,1,20,29,2065,0,3,0,0,1,0,0,0,0,0
12699,8836,1,65,5,2364,0,8,0,0,0,0,1,0,0,0
12795,1395,1,42,24,3006,0,7,0,0,0,1,0,0,0,0
12858,10851,1,18,10,1228,0,8,0,0,0,0,1,0,0,0
12912,9429,1,62,28,2426,0,3,0,0,1,0,0,0,0,0
12932,4382,1,22,14,1648,0,8,0,0,0,0,1,0,0,0
13009,10179,1,25,11,1438,0,8,0,0,0,0,1,0,0,0
13059,3457,1,42,24,1743,0,7,0,0,0,1,0,0,0,0
13226,9429,1,19,28,2647,0,3,0,0,1,0,0,0,0,0
13319,3052,1,35,10,1718,0,6,0,1,0,0,0,0,0,0
13376,3795,1,35,12,1369,0,8,0,0,0,0,1,0,0,0
13393,8794,1,54,14,2271,0,1,0,0,0,0,0,1,0,0
13396,5209,1,28,14,1373,0,8,0,0,0,0,1,0,0,0
13503,3580,1,68,29,1339,0,3,0,0,1,0,0,0,0,0
13626,829,1,55,24,1543,0,3,0,0,1,0,0,0,0,0
13658,10795,1,32,9,1148,0,6,0,1,0,0,0,0,0,0
13708,5622,1,56,24,1375,0,7,0,0,0,1,0,0,0,0
13717,5480,1,44,22,1444,0,5,0,0,0,0,0,0,0,1
13719,8629,1,58,25,1127,0,8,0,0,0,0,1,0,0,0
13862,644,1,55,12,1876,0,6,0,1,0,0,0,0,0,0
13905,4829,1,41,24,1313,0,8,0,0,0,0,1,0,0,0
13933,7592,1,50,23,1791,0,3,0,0,1,0,0,0,0,0
14052,3739,1,40,21,1343,0,1,0,0,0,0,0,1,0,0
14069,3217,1,42,16,1514,0,2,1,0,0,0,0,0,0,0
14114,5048,1,44,15,1322,0,4,0,0,0,0,0,0,1,0
14173,1482,1,51,28,1775,0,1,0,0,0,0,0,1,0,0
14174,10304,1,77,8,1137,0,8,0,0,0,0,1,0,0,0
14178,11268,1,32,14,1367,0,2,1,0,0,0,0,0,0,0
14180,9278,1,34,28,2370,0,7,0,0,0,1,0,0,0,0
14215,9829,1,30,29,1413,0,4,0,0,0,0,0,0,1,0
14308,1358,1,50,28,1342,0,6,0,1,0,0,0,0,0,0
14403,6182,1,60,14,1176,0,8,0,0,0,0,1,0,0,0
14455,6490,1,48,23,1571,0,1,0,0,0,0,0,1,0,0
14508,9254,1,42,24,1665,0,3,0,0,1,0,0,0,0,0
14514,8223,1,70,11,1222,0,8,0,0,0,0,1,0,0,0
14545,5358,1,20,23,1858,0,1,0,0,0,0,0,1,0,0
14592,815,1,30,12,1284,0,4,0,0,0,0,0,0,1,0
14644,11404,1,70,11,1256,0,1,0,0,0,0,0,1,0,0
14706,627,1,66,1,1110,1,6,0,1,0,0,0,0,0,0
14721,10245,1,59,25,1557,0,8,0,0,0,0,1,0,0,0
14729,2201,1,34,17,1725,0,7,0,0,0,1,0,0,0,0
14739,8682,1,70,13,1576,0,2,1,0,0,0,0,0,0,0
14749,681,1,35,22,1722,0,5,0,0,0,0,0,0,0,1
14776,5622,1,60,24,1821,0,7,0,0,0,1,0,0,0,0
14787,10304,1,40,8,1461,0,8,0,0,0,0,1,0,0,0
14790,9680,1,19,2,1375,0,6,0,1,0,0,0,0,0,0
14798,5017,1,34,9,1297,0,2,1,0,0,0,0,0,0,0
14806,773,1,23,14,1705,0,1,0,0,0,0,0,1,0,0
14841,10511,1,18,23,2073,0,1,0,0,0,0,0,1,0,0
14898,9232,1,66,6,2330,0,1,0,0,0,0,0,1,0,0
14899,10704,1,48,11,2771,0,4,0,0,0,0,0,0,1,0
14955,7907,1,29,5,1301,0,7,0,0,0,1,0,0,0,0
15026,11407,1,50,2,1543,0,6,0,1,0,0,0,0,0,0
15070,9065,1,40,2,1548,0,6,0,1,0,0,0,0,0,0
15105,9646,1,20,12,1771,0,1,0,0,0,0,0,1,0,0
15130,1533,1,48,29,1711,0,3,0,0,1,0,0,0,0,0
15178,211,1,24,16,1408,0,5,0,0,0,0,0,0,0,1
15209,10855,1,18,13,1267,0,2,1,0,0,0,0,0,0,0
15217,1685,1,55,9,1672,0,1,0,0,0,0,0,1,0,0
15279,4428,1,40,6,1779,0,6,0,1,0,0,0,0,0,0
15320,10511,1,22,23,2073,0,1,0,0,0,0,0,1,0,0
15339,943,1,36,17,1351,0,2,1,0,0,0,0,0,0,0
15669,8379,1,18,12,1478,0,6,0,1,0,0,0,0,0,0
15692,1565,1,47,10,1817,0,6,0,1,0,0,0,0,0,0
15741,843,1,35,8,2310,0,1,0,0,0,0,0,1,0,0
15776,9936,1,38,1,1732,1,3,0,0,1,0,0,0,0,0
15817,584,1,34,2,1868,0,6,0,1,0,0,0,0,0,0
15825,1219,1,45,6,1453,0,6,0,1,0,0,0,0,0,0
15909,11385,1,50,8,1740,0,1,0,0,0,0,0,1,0,0
15936,6254,1,37,19,2688,0,3,0,0,1,0,0,0,0,0
15943,11431,1,37,13,2944,0,1,0,0,0,0,0,1,0,0
15972,10405,1,29,10,1318,0,8,0,0,0,0,1,0,0,0
16046,4720,1,70,15,1337,0,2,1,0,0,0,0,0,0,0
16067,4929,1,48,29,1399,0,3,0,0,1,0,0,0,0,0
16097,9539,1,30,28,1611,0,6,0,1,0,0,0,0,0,0
16119,8494,1,45,7,1666,1,3,0,0,1,0,0,0,0,0
16206,806,1,45,2,1255,0,1,0,0,0,0,0,1,0,0
