SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_2,adm2_4,adm2_3,adm2_5,adm2_7,adm2_6,adm2_11,adm2_10,adm2_8,adm2_1,adm2_9
825,10223,1,38,18,NA,NA,2129,0,9,0,0,0,0,0,0,0,0,0,0,1
830,62,1,48,17,NA,NA,2515,0,1,0,0,0,0,0,0,0,0,0,1,0
919,2784,1,22,21,NA,NA,1931,0,8,0,0,0,0,0,0,0,0,1,0,0
943,11418,1,30,10,NA,NA,1248,0,9,0,0,0,0,0,0,0,0,0,0,1
954,3275,1,21,28,NA,NA,3033,0,3,0,0,1,0,0,0,0,0,0,0,0
1006,8426,1,54,21,NA,NA,2940,0,5,0,0,0,1,0,0,0,0,0,0,0
1078,3442,1,37,20,NA,NA,2043,0,9,0,0,0,0,0,0,0,0,0,0,1
1155,356,1,24,13,NA,NA,2289,0,5,0,0,0,1,0,0,0,0,0,0,0
1203,4439,1,50,27,NA,NA,2175,0,5,0,0,0,1,0,0,0,0,0,0,0
1219,4760,1,28,18,NA,NA,2237,0,11,0,0,0,0,0,0,1,0,0,0,0
1220,1724,1,61,1,NA,NA,2729,1,7,0,0,0,0,1,0,0,0,0,0,0
1225,8391,1,50,9,NA,NA,2270,0,3,0,0,1,0,0,0,0,0,0,0,0
1253,11704,1,19,12,NA,NA,2119,0,5,0,0,0,1,0,0,0,0,0,0,0
1269,9592,1,40,26,NA,NA,1834,0,5,0,0,0,1,0,0,0,0,0,0,0
1288,6369,1,50,16,NA,NA,2382,0,11,0,0,0,0,0,0,1,0,0,0,0
1311,11714,1,19,20,NA,NA,2554,0,9,0,0,0,0,0,0,0,0,0,0,1
1388,1694,1,24,27,NA,NA,2187,0,5,0,0,0,1,0,0,0,0,0,0,0
1407,2879,1,45,9,NA,NA,2334,0,4,0,1,0,0,0,0,0,0,0,0,0
1466,6419,1,42,25,NA,NA,2567,0,6,0,0,0,0,0,1,0,0,0,0,0
1497,124,1,33,2,NA,NA,2632,0,9,0,0,0,0,0,0,0,0,0,0,1
1516,10378,1,38,18,NA,NA,1858,0,11,0,0,0,0,0,0,1,0,0,0,0
1544,4330,1,31,20,NA,NA,1867,0,8,0,0,0,0,0,0,0,0,1,0,0
1546,2645,1,45,19,NA,NA,2094,0,8,0,0,0,0,0,0,0,0,1,0,0
1547,2261,1,41,15,NA,NA,3771,0,1,0,0,0,0,0,0,0,0,0,1,0
1597,5586,1,24,19,NA,NA,2366,0,11,0,0,0,0,0,0,1,0,0,0,0
1600,6830,1,27,24,NA,NA,2388,0,2,1,0,0,0,0,0,0,0,0,0,0
1610,6232,1,18,12,NA,NA,2554,0,3,0,0,1,0,0,0,0,0,0,0,0
1645,4731,1,25,11,NA,NA,2262,0,9,0,0,0,0,0,0,0,0,0,0,1
1663,9583,1,30,19,NA,NA,2653,0,11,0,0,0,0,0,0,1,0,0,0,0
1680,336,1,50,12,NA,NA,1897,0,4,0,1,0,0,0,0,0,0,0,0,0
1685,5896,1,18,11,NA,NA,2164,0,9,0,0,0,0,0,0,0,0,0,0,1
1708,2093,1,27,29,NA,NA,2256,0,6,0,0,0,0,0,1,0,0,0,0,0
1731,10839,1,26,12,NA,NA,1807,0,5,0,0,0,1,0,0,0,0,0,0,0
1849,3972,1,42,17,NA,NA,2064,0,10,0,0,0,0,0,0,0,1,0,0,0
1902,8540,1,65,25,NA,NA,1548,0,8,0,0,0,0,0,0,0,0,1,0,0
1934,8423,1,20,12,NA,NA,2562,0,3,0,0,1,0,0,0,0,0,0,0,0
1965,6697,1,55,27,NA,NA,2440,0,5,0,0,0,1,0,0,0,0,0,0,0
1998,8486,1,23,10,NA,NA,2423,0,3,0,0,1,0,0,0,0,0,0,0,0
2008,3608,1,19,13,NA,NA,2052,0,5,0,0,0,1,0,0,0,0,0,0,0
2130,10001,1,20,5,NA,NA,1976,0,2,1,0,0,0,0,0,0,0,0,0,0
2140,4899,1,60,24,NA,NA,1843,0,2,1,0,0,0,0,0,0,0,0,0,0
2184,3359,1,52,30,NA,NA,2672,0,4,0,1,0,0,0,0,0,0,0,0,0
2200,522,1,23,14,NA,NA,2106,0,9,0,0,0,0,0,0,0,0,0,0,1
2205,9057,1,52,29,NA,NA,1951,0,7,0,0,0,0,1,0,0,0,0,0,0
2249,1307,1,19,17,NA,NA,2289,0,4,0,1,0,0,0,0,0,0,0,0,0
2270,3787,1,35,14,NA,NA,2670,0,1,0,0,0,0,0,0,0,0,0,1,0
2272,3715,1,30,30,NA,NA,2502,0,3,0,0,1,0,0,0,0,0,0,0,0
2280,9446,1,26,26,NA,NA,2314,0,5,0,0,0,1,0,0,0,0,0,0,0
2287,1731,1,39,8,NA,NA,1746,0,2,1,0,0,0,0,0,0,0,0,0,0
2311,10668,1,45,22,NA,NA,2368,0,2,1,0,0,0,0,0,0,0,0,0,0
2327,2457,1,43,23,NA,NA,1969,0,11,0,0,0,0,0,0,1,0,0,0,0
2331,11874,1,59,26,NA,NA,2363,0,11,0,0,0,0,0,0,1,0,0,0,0
2348,2058,1,45,24,NA,NA,1884,0,11,0,0,0,0,0,0,1,0,0,0,0
2414,1574,1,24,19,NA,NA,2185,0,11,0,0,0,0,0,0,1,0,0,0,0
2415,1664,1,37,24,NA,NA,2335,0,5,0,0,0,1,0,0,0,0,0,0,0
2464,5757,1,60,26,NA,NA,2502,0,5,0,0,0,1,0,0,0,0,0,0,0
2510,7350,1,51,17,NA,NA,1935,0,4,0,1,0,0,0,0,0,0,0,0,0
2562,1140,1,20,26,NA,NA,2514,0,5,0,0,0,1,0,0,0,0,0,0,0
2570,9416,1,38,25,NA,NA,2352,0,2,1,0,0,0,0,0,0,0,0,0,0
2674,4827,1,40,9,NA,NA,2147,0,3,0,0,1,0,0,0,0,0,0,0,0
2694,11881,1,38,24,NA,NA,2551,0,2,1,0,0,0,0,0,0,0,0,0,0
2767,2528,1,45,4,NA,NA,1986,0,10,0,0,0,0,0,0,0,1,0,0,0
2769,1693,1,35,5,NA,NA,2067,0,2,1,0,0,0,0,0,0,0,0,0,0
2815,8131,1,35,8,NA,NA,1857,0,2,1,0,0,0,0,0,0,0,0,0,0
2851,5242,1,36,26,NA,NA,2122,0,11,0,0,0,0,0,0,1,0,0,0,0
2899,7147,1,60,13,NA,NA,2322,0,1,0,0,0,0,0,0,0,0,0,1,0
2908,7231,1,55,18,NA,NA,2172,0,4,0,1,0,0,0,0,0,0,0,0,0
2912,9248,1,26,11,NA,NA,2478,0,9,0,0,0,0,0,0,0,0,0,0,1
3013,5305,1,72,14,NA,NA,2121,0,5,0,0,0,1,0,0,0,0,0,0,0
3078,4683,1,22,24,NA,NA,2776,0,5,0,0,0,1,0,0,0,0,0,0,0
3098,1971,1,60,4,NA,NA,1992,0,10,0,0,0,0,0,0,0,1,0,0,0
3116,1796,1,50,2,NA,NA,1836,0,6,0,0,0,0,0,1,0,0,0,0,0
3132,3359,1,20,30,NA,NA,2321,0,4,0,1,0,0,0,0,0,0,0,0,0
3147,60,1,23,12,NA,NA,2473,0,3,0,0,1,0,0,0,0,0,0,0,0
3185,3214,1,65,13,NA,NA,3163,0,10,0,0,0,0,0,0,0,1,0,0,0
3224,11311,1,30,22,NA,NA,2194,0,8,0,0,0,0,0,0,0,0,1,0,0
3236,2784,1,50,21,NA,NA,1931,0,8,0,0,0,0,0,0,0,0,1,0,0
3274,4733,1,38,4,NA,NA,2203,0,9,0,0,0,0,0,0,0,0,0,0,1
3288,1716,1,35,28,NA,NA,2088,0,3,0,0,1,0,0,0,0,0,0,0,0
3304,6924,1,42,13,NA,NA,1924,0,11,0,0,0,0,0,0,1,0,0,0,0
3316,9718,1,22,18,NA,NA,2340,0,11,0,0,0,0,0,0,1,0,0,0,0
3325,5337,1,55,21,NA,NA,2482,0,1,0,0,0,0,0,0,0,0,0,1,0
3438,5331,1,35,16,NA,NA,2409,0,9,0,0,0,0,0,0,0,0,0,0,1
3448,11322,1,58,8,NA,NA,2318,0,2,1,0,0,0,0,0,0,0,0,0,0
3518,8375,1,48,15,NA,NA,1979,0,10,0,0,0,0,0,0,0,1,0,0,0
3533,9718,1,55,18,NA,NA,2566,0,11,0,0,0,0,0,0,1,0,0,0,0
3566,11492,1,34,10,NA,NA,2384,0,5,0,0,0,1,0,0,0,0,0,0,0
3611,834,1,28,20,NA,NA,2383,0,8,0,0,0,0,0,0,0,0,1,0,0
3727,8196,1,61,24,NA,NA,2612,0,6,0,0,0,0,0,1,0,0,0,0,0
3746,10107,1,50,24,NA,NA,2089,0,6,0,0,0,0,0,1,0,0,0,0,0
3756,9532,1,28,29,NA,NA,2308,0,3,0,0,1,0,0,0,0,0,0,0,0
3766,1177,1,85,2,NA,NA,1436,0,1,0,0,0,0,0,0,0,0,0,1,0
3852,1012,1,52,16,NA,NA,2146,0,9,0,0,0,0,0,0,0,0,0,0,1
3975,168,1,28,28,NA,NA,1988,0,1,0,0,0,0,0,0,0,0,0,1,0
4003,5020,1,32,24,NA,NA,1990,0,8,0,0,0,0,0,0,0,0,1,0,0
4004,7601,1,62,29,NA,NA,2872,0,5,0,0,0,1,0,0,0,0,0,0,0
4039,11388,1,33,6,NA,NA,1505,0,2,1,0,0,0,0,0,0,0,0,0,0
4095,4080,1,45,7,NA,NA,2372,1,2,1,0,0,0,0,0,0,0,0,0,0
4186,8953,1,44,4,NA,NA,2015,0,9,0,0,0,0,0,0,0,0,0,0,1
4219,6251,1,61,18,NA,NA,2371,0,9,0,0,0,0,0,0,0,0,0,0,1
4220,4104,1,34,22,NA,NA,2696,0,2,1,0,0,0,0,0,0,0,0,0,0
4227,8525,1,40,17,NA,NA,2467,0,4,0,1,0,0,0,0,0,0,0,0,0
4228,10619,1,25,12,NA,NA,2185,0,9,0,0,0,0,0,0,0,0,0,0,1
4441,2009,1,40,27,NA,NA,1715,0,3,0,0,1,0,0,0,0,0,0,0,0
4555,1712,1,60,25,NA,NA,2900,0,5,0,0,0,1,0,0,0,0,0,0,0
4598,9712,1,32,25,NA,NA,1868,0,8,0,0,0,0,0,0,0,0,1,0,0
4611,4532,1,45,22,NA,NA,2133,0,1,0,0,0,0,0,0,0,0,0,1,0
4631,3517,1,55,30,NA,NA,2857,0,1,0,0,0,0,0,0,0,0,0,1,0
4666,7543,1,25,21,NA,NA,2438,0,1,0,0,0,0,0,0,0,0,0,1,0
4669,306,1,61,29,NA,NA,1468,0,6,0,0,0,0,0,1,0,0,0,0,0
4830,7148,1,65,27,NA,NA,2354,0,5,0,0,0,1,0,0,0,0,0,0,0
4862,11613,1,20,18,NA,NA,2441,0,7,0,0,0,0,1,0,0,0,0,0,0
4886,3962,1,37,15,NA,NA,2367,0,1,0,0,0,0,0,0,0,0,0,1,0
4932,1137,1,20,1,NA,NA,2265,1,7,0,0,0,0,1,0,0,0,0,0,0
4958,11079,1,50,1,NA,NA,2014,1,7,0,0,0,0,1,0,0,0,0,0,0
5018,2705,1,26,12,NA,NA,2614,0,4,0,1,0,0,0,0,0,0,0,0,0
5022,5597,1,45,22,NA,NA,1900,0,2,1,0,0,0,0,0,0,0,0,0,0
5034,6742,1,65,24,NA,NA,2175,0,8,0,0,0,0,0,0,0,0,1,0,0
5048,2864,1,55,9,NA,NA,1767,0,2,1,0,0,0,0,0,0,0,0,0,0
5082,4868,1,70,5,NA,NA,2005,0,9,0,0,0,0,0,0,0,0,0,0,1
5115,9623,1,35,11,NA,NA,2159,0,3,0,0,1,0,0,0,0,0,0,0,0
5139,1459,1,58,13,NA,NA,1933,0,11,0,0,0,0,0,0,1,0,0,0,0
5142,11518,1,30,20,NA,NA,2188,0,8,0,0,0,0,0,0,0,0,1,0,0
5172,4290,1,72,18,NA,NA,1972,0,7,0,0,0,0,1,0,0,0,0,0,0
5183,8129,1,30,13,NA,NA,1784,0,9,0,0,0,0,0,0,0,0,0,0,1
5229,5390,1,63,19,NA,NA,1983,0,11,0,0,0,0,0,0,1,0,0,0,0
5253,10602,1,22,24,NA,NA,1933,0,8,0,0,0,0,0,0,0,0,1,0,0
5303,10835,1,40,1,NA,NA,1774,1,7,0,0,0,0,1,0,0,0,0,0,0
5402,1867,1,60,17,NA,NA,2462,0,4,0,1,0,0,0,0,0,0,0,0,0
5521,11255,1,61,20,NA,NA,2668,0,9,0,0,0,0,0,0,0,0,0,0,1
5585,11752,1,42,15,NA,NA,2380,0,1,0,0,0,0,0,0,0,0,0,1,0
5761,1817,1,20,26,NA,NA,3011,0,2,1,0,0,0,0,0,0,0,0,0,0
5772,2058,1,70,24,NA,NA,1399,0,11,0,0,0,0,0,0,1,0,0,0,0
5829,6345,1,20,18,NA,NA,2067,0,11,0,0,0,0,0,0,1,0,0,0,0
5857,8860,1,32,20,NA,NA,1906,0,11,0,0,0,0,0,0,1,0,0,0,0
5922,11285,1,36,13,NA,NA,2226,0,1,0,0,0,0,0,0,0,0,0,1,0
5931,4866,1,80,20,NA,NA,1857,0,1,0,0,0,0,0,0,0,0,0,1,0
5945,10472,1,38,22,NA,NA,2004,0,11,0,0,0,0,0,0,1,0,0,0,0
5961,4522,1,50,15,NA,NA,3032,0,1,0,0,0,0,0,0,0,0,0,1,0
5977,10068,1,50,30,NA,NA,2090,0,3,0,0,1,0,0,0,0,0,0,0,0
5999,10001,1,50,5,NA,NA,2021,0,2,1,0,0,0,0,0,0,0,0,0,0
6032,777,1,31,16,NA,NA,2167,0,9,0,0,0,0,0,0,0,0,0,0,1
6100,8272,1,73,9,NA,NA,2317,0,1,0,0,0,0,0,0,0,0,0,1,0
6102,3773,1,40,10,NA,NA,2371,0,3,0,0,1,0,0,0,0,0,0,0,0
6123,1960,1,22,3,NA,NA,2040,0,7,0,0,0,0,1,0,0,0,0,0,0
6194,10034,1,30,17,NA,NA,2669,0,4,0,1,0,0,0,0,0,0,0,0,0
6210,10106,1,20,23,NA,NA,1964,0,6,0,0,0,0,0,1,0,0,0,0,0
6232,7666,1,27,13,NA,NA,2012,0,5,0,0,0,1,0,0,0,0,0,0,0
6233,4331,1,30,11,NA,NA,2307,0,9,0,0,0,0,0,0,0,0,0,0,1
6284,9338,1,45,22,NA,NA,2459,0,2,1,0,0,0,0,0,0,0,0,0,0
6293,9994,1,45,5,NA,NA,2291,0,9,0,0,0,0,0,0,0,0,0,0,1
6330,2849,1,28,19,NA,NA,2286,0,11,0,0,0,0,0,0,1,0,0,0,0
6332,10684,1,30,22,NA,NA,2356,0,2,1,0,0,0,0,0,0,0,0,0,0
6394,148,1,30,16,NA,NA,2008,0,11,0,0,0,0,0,0,1,0,0,0,0
6402,1240,1,26,20,NA,NA,2320,0,11,0,0,0,0,0,0,1,0,0,0,0
6419,6791,1,54,19,NA,NA,1651,0,11,0,0,0,0,0,0,1,0,0,0,0
6493,8389,1,35,21,NA,NA,2071,0,8,0,0,0,0,0,0,0,0,1,0,0
6524,1249,1,76,27,NA,NA,1665,0,1,0,0,0,0,0,0,0,0,0,1,0
6525,7541,1,28,20,NA,NA,1978,0,9,0,0,0,0,0,0,0,0,0,0,1
6684,4923,1,50,12,NA,NA,2466,0,3,0,0,1,0,0,0,0,0,0,0,0
6686,8272,1,36,9,NA,NA,2711,0,1,0,0,0,0,0,0,0,0,0,1,0
6695,9841,1,40,20,NA,NA,2712,0,11,0,0,0,0,0,0,1,0,0,0,0
6717,7817,1,35,24,NA,NA,2226,0,2,1,0,0,0,0,0,0,0,0,0,0
6766,2522,1,45,19,NA,NA,2310,0,11,0,0,0,0,0,0,1,0,0,0,0
6800,5946,1,22,5,NA,NA,2184,0,2,1,0,0,0,0,0,0,0,0,0,0
6903,6345,1,46,18,NA,NA,2067,0,11,0,0,0,0,0,0,1,0,0,0,0
6956,2571,1,65,25,NA,NA,2255,0,8,0,0,0,0,0,0,0,0,1,0,0
7027,867,1,30,8,NA,NA,2315,0,3,0,0,1,0,0,0,0,0,0,0,0
7041,1824,1,62,29,NA,NA,2018,0,4,0,1,0,0,0,0,0,0,0,0,0
7045,6429,1,48,2,NA,NA,1911,0,9,0,0,0,0,0,0,0,0,0,0,1
7058,2384,1,80,28,NA,NA,1668,0,1,0,0,0,0,0,0,0,0,0,1,0
7112,7641,1,55,1,NA,NA,2095,1,6,0,0,0,0,0,1,0,0,0,0,0
7114,6231,1,31,3,NA,NA,2687,0,10,0,0,0,0,0,0,0,1,0,0,0
7167,365,1,66,22,NA,NA,2102,0,2,1,0,0,0,0,0,0,0,0,0,0
7339,1971,1,32,4,NA,NA,2201,0,10,0,0,0,0,0,0,0,1,0,0,0
7340,1223,1,40,11,NA,NA,2349,0,9,0,0,0,0,0,0,0,0,0,0,1
7344,8551,1,42,25,NA,NA,1798,0,6,0,0,0,0,0,1,0,0,0,0,0
7420,3680,1,40,15,NA,NA,2856,0,1,0,0,0,0,0,0,0,0,0,1,0
7452,1416,1,35,20,NA,NA,2480,0,7,0,0,0,0,1,0,0,0,0,0,0
7506,11755,1,45,7,NA,NA,2392,1,10,0,0,0,0,0,0,0,1,0,0,0
7517,6963,1,45,19,NA,NA,1922,0,11,0,0,0,0,0,0,1,0,0,0,0
7605,1176,1,32,17,NA,NA,1982,0,4,0,1,0,0,0,0,0,0,0,0,0
7607,6129,1,45,19,NA,NA,1880,0,11,0,0,0,0,0,0,1,0,0,0,0
7633,7608,1,43,18,NA,NA,2484,0,8,0,0,0,0,0,0,0,0,1,0,0
7712,6834,1,38,23,NA,NA,2460,0,2,1,0,0,0,0,0,0,0,0,0,0
7779,5912,1,33,7,NA,NA,2211,1,2,1,0,0,0,0,0,0,0,0,0,0
7808,2757,1,36,24,NA,NA,2191,0,6,0,0,0,0,0,1,0,0,0,0,0
7832,2009,1,80,27,NA,NA,1042,0,3,0,0,1,0,0,0,0,0,0,0,0
7834,289,1,26,1,NA,NA,2551,1,7,0,0,0,0,1,0,0,0,0,0,0
7844,7417,1,42,19,NA,NA,1930,0,11,0,0,0,0,0,0,1,0,0,0,0
7886,7641,1,30,1,NA,NA,2229,1,6,0,0,0,0,0,1,0,0,0,0,0
7972,6432,1,32,17,NA,NA,2472,0,10,0,0,0,0,0,0,0,1,0,0,0
7984,6600,1,58,18,NA,NA,1594,0,7,0,0,0,0,1,0,0,0,0,0,0
8132,11,1,50,20,NA,NA,2577,0,1,0,0,0,0,0,0,0,0,0,1,0
8133,60,1,50,12,NA,NA,2406,0,3,0,0,1,0,0,0,0,0,0,0,0
8142,10522,1,40,26,NA,NA,2349,0,5,0,0,0,1,0,0,0,0,0,0,0
8147,10197,1,46,28,NA,NA,2483,0,8,0,0,0,0,0,0,0,0,1,0,0
8185,7430,1,19,10,NA,NA,2347,0,9,0,0,0,0,0,0,0,0,0,0,1
8204,9573,1,19,18,NA,NA,2034,0,4,0,1,0,0,0,0,0,0,0,0,0
8227,1138,1,25,11,NA,NA,1805,0,5,0,0,0,1,0,0,0,0,0,0,0
8286,9299,1,25,14,NA,NA,2193,0,1,0,0,0,0,0,0,0,0,0,1,0
8312,11344,1,30,25,NA,NA,1910,0,8,0,0,0,0,0,0,0,0,1,0,0
8381,10290,1,49,3,NA,NA,1966,0,7,0,0,0,0,1,0,0,0,0,0,0
8387,2067,1,28,21,NA,NA,2201,0,5,0,0,0,1,0,0,0,0,0,0,0
8397,5581,1,40,29,NA,NA,1890,0,6,0,0,0,0,0,1,0,0,0,0,0
8398,8860,1,55,20,NA,NA,1910,0,11,0,0,0,0,0,0,1,0,0,0,0
8456,5033,1,35,28,NA,NA,1992,0,3,0,0,1,0,0,0,0,0,0,0,0
8510,9371,1,41,22,NA,NA,2402,0,2,1,0,0,0,0,0,0,0,0,0,0
8575,1415,1,35,25,NA,NA,1962,0,2,1,0,0,0,0,0,0,0,0,0,0
8595,2019,1,36,18,NA,NA,1412,0,4,0,1,0,0,0,0,0,0,0,0,0
8625,5353,1,47,7,NA,NA,2367,1,10,0,0,0,0,0,0,0,1,0,0,0
8629,4681,1,53,28,NA,NA,2160,0,1,0,0,0,0,0,0,0,0,0,1,0
8634,6868,1,44,20,NA,NA,2577,0,7,0,0,0,0,1,0,0,0,0,0,0
8650,1525,1,30,20,NA,NA,2300,0,11,0,0,0,0,0,0,1,0,0,0,0
8697,9144,1,78,22,NA,NA,2021,0,1,0,0,0,0,0,0,0,0,0,1,0
8721,1099,1,33,20,NA,NA,1553,0,1,0,0,0,0,0,0,0,0,0,1,0
8725,7806,1,56,9,NA,NA,1953,0,2,1,0,0,0,0,0,0,0,0,0,0
8733,11195,1,55,19,NA,NA,1865,0,8,0,0,0,0,0,0,0,0,1,0,0
8776,11087,1,50,28,NA,NA,2216,0,3,0,0,1,0,0,0,0,0,0,0,0
8787,8397,1,65,28,NA,NA,2229,0,3,0,0,1,0,0,0,0,0,0,0,0
8853,4009,1,40,23,NA,NA,2696,0,11,0,0,0,0,0,0,1,0,0,0,0
9019,9022,1,33,21,NA,NA,2739,0,5,0,0,0,1,0,0,0,0,0,0,0
9030,10116,1,23,12,NA,NA,2439,0,9,0,0,0,0,0,0,0,0,0,0,1
9041,7569,1,42,23,NA,NA,2249,0,6,0,0,0,0,0,1,0,0,0,0,0
9102,5195,1,36,13,NA,NA,2636,0,10,0,0,0,0,0,0,0,1,0,0,0
9174,5536,1,36,18,NA,NA,2171,0,11,0,0,0,0,0,0,1,0,0,0,0
9177,1399,1,33,6,NA,NA,2806,0,2,1,0,0,0,0,0,0,0,0,0,0
9181,5516,1,25,18,NA,NA,1387,0,4,0,1,0,0,0,0,0,0,0,0,0
9186,4713,1,38,13,NA,NA,1684,0,1,0,0,0,0,0,0,0,0,0,1,0
9214,1137,1,50,1,NA,NA,2049,1,7,0,0,0,0,1,0,0,0,0,0,0
9239,11811,1,27,12,NA,NA,2565,0,5,0,0,0,1,0,0,0,0,0,0,0
9247,3613,1,42,19,NA,NA,1950,0,11,0,0,0,0,0,0,1,0,0,0,0
9269,3701,1,45,10,NA,NA,2027,0,9,0,0,0,0,0,0,0,0,0,0,1
9313,1817,1,65,26,NA,NA,2758,0,2,1,0,0,0,0,0,0,0,0,0,0
9318,7025,1,30,28,NA,NA,2403,0,4,0,1,0,0,0,0,0,0,0,0,0
9349,2698,1,70,30,NA,NA,2082,0,3,0,0,1,0,0,0,0,0,0,0,0
9434,850,1,50,19,NA,NA,2555,0,7,0,0,0,0,1,0,0,0,0,0,0
9578,9302,1,60,30,NA,NA,2144,0,1,0,0,0,0,0,0,0,0,0,1,0
9628,4297,1,45,12,NA,NA,2900,0,1,0,0,0,0,0,0,0,0,0,1,0
9652,7552,1,21,26,NA,NA,2236,0,5,0,0,0,1,0,0,0,0,0,0,0
9820,3358,1,23,23,NA,NA,2256,0,2,1,0,0,0,0,0,0,0,0,0,0
9823,2909,1,43,10,NA,NA,2372,0,5,0,0,0,1,0,0,0,0,0,0,0
9843,519,1,32,24,NA,NA,2569,0,2,1,0,0,0,0,0,0,0,0,0,0
9954,7355,1,30,20,NA,NA,2168,0,11,0,0,0,0,0,0,1,0,0,0,0
9963,4945,1,43,26,NA,NA,2161,0,5,0,0,0,1,0,0,0,0,0,0,0
9985,6533,1,51,10,NA,NA,1873,0,4,0,1,0,0,0,0,0,0,0,0,0
10007,2967,1,40,17,NA,NA,2182,0,4,0,1,0,0,0,0,0,0,0,0,0
10062,8851,1,50,12,NA,NA,1181,0,3,0,0,1,0,0,0,0,0,0,0,0
10067,1621,1,37,27,NA,NA,2518,0,5,0,0,0,1,0,0,0,0,0,0,0
10099,5050,1,30,25,NA,NA,2151,0,2,1,0,0,0,0,0,0,0,0,0,0
10144,474,1,60,22,NA,NA,2391,0,11,0,0,0,0,0,0,1,0,0,0,0
10176,2823,1,50,24,NA,NA,1746,0,8,0,0,0,0,0,0,0,0,1,0,0
10177,3455,1,28,16,NA,NA,2492,0,4,0,1,0,0,0,0,0,0,0,0,0
10189,6026,1,32,14,NA,NA,1868,0,1,0,0,0,0,0,0,0,0,0,1,0
10344,4574,1,25,8,NA,NA,1766,0,2,1,0,0,0,0,0,0,0,0,0,0
10370,465,1,35,23,NA,NA,2395,0,8,0,0,0,0,0,0,0,0,1,0,0
10373,9618,1,30,18,NA,NA,2515,0,9,0,0,0,0,0,0,0,0,0,0,1
10394,5315,1,46,12,NA,NA,2378,0,9,0,0,0,0,0,0,0,0,0,0,1
10514,823,1,32,11,NA,NA,1523,0,9,0,0,0,0,0,0,0,0,0,0,1
10561,377,1,40,21,NA,NA,2147,0,5,0,0,0,1,0,0,0,0,0,0,0
10578,5368,1,35,25,NA,NA,2661,0,5,0,0,0,1,0,0,0,0,0,0,0
10619,7471,1,22,6,NA,NA,2323,0,2,1,0,0,0,0,0,0,0,0,0,0
10628,9575,1,50,22,NA,NA,1587,0,8,0,0,0,0,0,0,0,0,1,0,0
10702,6708,1,52,21,NA,NA,3065,0,7,0,0,0,0,1,0,0,0,0,0,0
10736,11840,1,68,19,NA,NA,1480,0,4,0,1,0,0,0,0,0,0,0,0,0
10751,5482,1,30,17,NA,NA,2658,0,4,0,1,0,0,0,0,0,0,0,0,0
10834,8889,1,45,25,NA,NA,2637,0,2,1,0,0,0,0,0,0,0,0,0,0
10877,8587,1,70,19,NA,NA,847,0,8,0,0,0,0,0,0,0,0,1,0,0
