SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_3,adm2_7,adm2_6,adm2_2,adm2_1,adm2_10,adm2_5,adm2_8,adm2_9,adm2_11
1337,7961,2,29,21,3,NA,1380,0,8,0,0,0,0,0,0,0,0,1,0,0
1355,8982,2,60,28,NA,NA,549,0,2,0,0,0,0,1,0,0,0,0,0,0
1361,2072,2,22,20,1,NA,1167,0,9,0,0,0,0,0,0,0,0,0,1,0
1426,744,2,66,22,NA,NA,1144,0,9,0,0,0,0,0,0,0,0,0,1,0
1446,2464,2,30,8,1,NA,1627,0,3,0,1,0,0,0,0,0,0,0,0,0
1468,9610,2,29,15,1,NA,1763,0,3,0,1,0,0,0,0,0,0,0,0,0
1470,6766,2,68,20,NA,NA,1127,0,7,0,0,1,0,0,0,0,0,0,0,0
1506,7783,2,69,8,NA,NA,1584,0,6,0,0,0,1,0,0,0,0,0,0,0
1523,11207,2,61,18,NA,NA,734,0,6,0,0,0,1,0,0,0,0,0,0,0
1563,3554,2,34,20,1,NA,1914,0,9,0,0,0,0,0,0,0,0,0,1,0
1602,5554,2,52,21,NA,NA,498,0,10,0,0,0,0,0,0,1,0,0,0,0
1606,8146,2,58,10,NA,NA,1162,0,6,0,0,0,1,0,0,0,0,0,0,0
1640,2677,2,46,25,1,NA,2622,0,7,0,0,1,0,0,0,0,0,0,0,0
1683,5697,2,42,28,1,NA,1198,0,11,0,0,0,0,0,0,0,0,0,0,1
1800,183,2,65,27,NA,NA,1814,0,4,1,0,0,0,0,0,0,0,0,0,0
1893,2166,2,22,18,1,NA,994,0,8,0,0,0,0,0,0,0,0,1,0,0
1910,8208,2,45,16,1,NA,2304,0,5,0,0,0,0,0,0,0,1,0,0,0
1929,7889,2,46,20,1,NA,952,0,9,0,0,0,0,0,0,0,0,0,1,0
1935,4090,2,74,5,NA,NA,2406,0,6,0,0,0,1,0,0,0,0,0,0,0
1954,8723,2,67,12,NA,NA,767,0,8,0,0,0,0,0,0,0,0,1,0,0
1962,4323,2,45,17,1,NA,958,0,11,0,0,0,0,0,0,0,0,0,0,1
1963,4735,2,44,19,1,NA,852,0,11,0,0,0,0,0,0,0,0,0,0,1
1985,7965,2,30,16,1,NA,1887,0,3,0,1,0,0,0,0,0,0,0,0,0
1995,8590,2,28,9,3,NA,1423,0,1,0,0,0,0,0,1,0,0,0,0,0
2000,2210,2,53,24,NA,NA,1037,0,8,0,0,0,0,0,0,0,0,1,0,0
2001,9245,2,73,22,NA,NA,1346,0,6,0,0,0,1,0,0,0,0,0,0,0
2003,8962,2,37,25,1,NA,1272,0,10,0,0,0,0,0,0,1,0,0,0,0
2040,2062,2,67,22,NA,NA,1734,0,7,0,0,1,0,0,0,0,0,0,0,0
2048,9980,2,45,8,1,NA,2112,0,3,0,1,0,0,0,0,0,0,0,0,0
2069,4822,2,31,18,1,NA,1290,0,6,0,0,0,1,0,0,0,0,0,0,0
2094,9419,2,80,27,NA,NA,1207,0,6,0,0,0,1,0,0,0,0,0,0,0
2098,5805,2,65,2,NA,NA,678,0,2,0,0,0,0,1,0,0,0,0,0,0
2146,1466,2,45,27,1,NA,1164,0,1,0,0,0,0,0,1,0,0,0,0,0
2156,4403,2,82,6,NA,NA,2107,0,3,0,1,0,0,0,0,0,0,0,0,0
2193,6681,2,25,16,1,NA,1855,0,6,0,0,0,1,0,0,0,0,0,0,0
2266,658,2,60,22,NA,NA,932,0,7,0,0,1,0,0,0,0,0,0,0,0
2293,1514,2,80,18,NA,NA,865,0,2,0,0,0,0,1,0,0,0,0,0,0
2295,8570,2,28,20,1,NA,2454,0,9,0,0,0,0,0,0,0,0,0,1,0
2299,161,2,34,27,1,NA,2115,0,4,1,0,0,0,0,0,0,0,0,0,0
2314,3579,2,65,3,NA,NA,1197,0,3,0,1,0,0,0,0,0,0,0,0,0
2316,2332,2,19,21,1,NA,1072,0,5,0,0,0,0,0,0,0,1,0,0,0
2335,7377,2,66,21,NA,NA,807,0,8,0,0,0,0,0,0,0,0,1,0,0
2373,9517,2,23,10,1,NA,1305,0,9,0,0,0,0,0,0,0,0,0,1,0
2424,9970,2,39,22,1,NA,1753,0,8,0,0,0,0,0,0,0,0,1,0,0
2433,11379,2,49,27,1,NA,1439,0,6,0,0,0,1,0,0,0,0,0,0,0
2441,2304,2,65,21,NA,NA,1428,0,9,0,0,0,0,0,0,0,0,0,1,0
2455,7632,2,58,4,NA,NA,1504,0,6,0,0,0,1,0,0,0,0,0,0,0
2511,4953,2,73,10,NA,NA,733,0,1,0,0,0,0,0,1,0,0,0,0,0
2526,4789,2,38,21,1,NA,1678,0,10,0,0,0,0,0,0,1,0,0,0,0
2541,1270,2,20,14,1,NA,1160,0,4,1,0,0,0,0,0,0,0,0,0,0
2615,5609,2,34,20,3,NA,1459,0,2,0,0,0,0,1,0,0,0,0,0,0
2628,1303,2,44,17,1,NA,2479,0,3,0,1,0,0,0,0,0,0,0,0,0
2646,183,2,45,27,1,NA,2030,0,4,1,0,0,0,0,0,0,0,0,0,0
2656,8008,2,45,2,1,NA,1970,0,2,0,0,0,0,1,0,0,0,0,0,0
2715,8202,2,39,20,1,NA,946,0,7,0,0,1,0,0,0,0,0,0,0,0
2726,9980,2,29,8,1,NA,1572,0,3,0,1,0,0,0,0,0,0,0,0,0
2757,1467,2,68,12,NA,NA,1003,0,8,0,0,0,0,0,0,0,0,1,0,0
2758,2441,2,55,16,NA,NA,1645,0,5,0,0,0,0,0,0,0,1,0,0,0
2770,5414,2,22,27,3,NA,1110,0,10,0,0,0,0,0,0,1,0,0,0,0
2776,5914,2,47,22,1,NA,1262,0,11,0,0,0,0,0,0,0,0,0,0,1
2886,3678,2,28,23,1,NA,2096,0,7,0,0,1,0,0,0,0,0,0,0,0
2892,236,2,46,18,1,NA,1810,0,6,0,0,0,1,0,0,0,0,0,0,0
2909,3726,2,33,17,1,NA,1688,0,5,0,0,0,0,0,0,0,1,0,0,0
2942,7807,2,46,12,1,NA,1477,0,1,0,0,0,0,0,1,0,0,0,0,0
2956,7599,2,28,22,1,NA,1883,0,8,0,0,0,0,0,0,0,0,1,0,0
3023,7776,2,39,19,1,NA,1448,0,6,0,0,0,1,0,0,0,0,0,0,0
3039,4950,2,52,20,NA,NA,810,0,9,0,0,0,0,0,0,0,0,0,1,0
3045,10052,2,23,12,1,NA,1498,0,8,0,0,0,0,0,0,0,0,1,0,0
3048,5920,2,24,18,3,NA,1439,0,11,0,0,0,0,0,0,0,0,0,0,1
3076,7421,2,58,5,NA,NA,1886,0,3,0,1,0,0,0,0,0,0,0,0,0
3119,2197,2,50,28,NA,NA,1281,0,11,0,0,0,0,0,0,0,0,0,0,1
3140,8916,2,40,7,1,NA,1914,1,3,0,1,0,0,0,0,0,0,0,0,0
3257,9756,2,45,23,1,NA,1671,0,4,1,0,0,0,0,0,0,0,0,0,0
3289,11282,2,19,20,1,NA,1010,0,7,0,0,1,0,0,0,0,0,0,0,0
3310,348,2,78,13,NA,NA,447,0,5,0,0,0,0,0,0,0,1,0,0,0
3314,11434,2,58,28,NA,NA,1550,0,1,0,0,0,0,0,1,0,0,0,0,0
3353,1937,2,46,5,1,NA,2332,0,6,0,0,0,1,0,0,0,0,0,0,0
3395,945,2,62,21,NA,NA,1645,0,9,0,0,0,0,0,0,0,0,0,1,0
3397,6707,2,60,18,NA,NA,1268,0,11,0,0,0,0,0,0,0,0,0,0,1
3400,6078,2,40,19,1,NA,1530,0,11,0,0,0,0,0,0,0,0,0,0,1
3405,1819,2,47,25,1,NA,1735,0,1,0,0,0,0,0,1,0,0,0,0,0
3407,11616,2,30,15,1,NA,1486,0,1,0,0,0,0,0,1,0,0,0,0,0
3467,225,2,30,12,1,NA,1138,0,10,0,0,0,0,0,0,1,0,0,0,0
3468,5509,2,73,25,NA,NA,1448,0,7,0,0,1,0,0,0,0,0,0,0,0
3493,8607,2,34,17,1,NA,806,0,1,0,0,0,0,0,1,0,0,0,0,0
3548,2908,2,23,28,1,NA,1373,0,1,0,0,0,0,0,1,0,0,0,0,0
3556,10559,2,18,25,1,NA,925,0,7,0,0,1,0,0,0,0,0,0,0,0
3563,32,2,65,8,NA,NA,766,0,6,0,0,0,1,0,0,0,0,0,0,0
3601,11056,2,40,16,1,NA,1183,0,7,0,0,1,0,0,0,0,0,0,0,0
3661,10825,2,31,22,1,NA,947,0,8,0,0,0,0,0,0,0,0,1,0,0
3672,3678,2,22,23,1,NA,2096,0,7,0,0,1,0,0,0,0,0,0,0,0
3695,7891,2,35,24,1,NA,1452,0,9,0,0,0,0,0,0,0,0,0,1,0
3750,8395,2,46,13,1,NA,2073,0,10,0,0,0,0,0,0,1,0,0,0,0
3776,6011,2,28,7,3,NA,1988,1,3,0,1,0,0,0,0,0,0,0,0,0
3799,3079,2,59,15,NA,NA,1708,0,4,1,0,0,0,0,0,0,0,0,0,0
3802,11338,2,60,20,NA,NA,1166,0,6,0,0,0,1,0,0,0,0,0,0,0
3822,1229,2,47,24,1,NA,1066,0,8,0,0,0,0,0,0,0,0,1,0,0
3843,4413,2,35,18,1,NA,1129,0,3,0,1,0,0,0,0,0,0,0,0,0
3863,10512,2,35,26,1,NA,853,0,7,0,0,1,0,0,0,0,0,0,0,0
3955,6887,2,52,22,NA,NA,1336,0,1,0,0,0,0,0,1,0,0,0,0,0
3960,4694,2,30,15,1,NA,1705,0,1,0,0,0,0,0,1,0,0,0,0,0
3968,6722,2,21,22,2,NA,1308,0,8,0,0,0,0,0,0,0,0,1,0,0
3979,9953,2,39,25,1,NA,1129,0,7,0,0,1,0,0,0,0,0,0,0,0
3995,6519,2,32,18,1,NA,642,0,3,0,1,0,0,0,0,0,0,0,0,0
4009,1819,2,21,25,1,NA,1195,0,1,0,0,0,0,0,1,0,0,0,0,0
4024,8622,2,42,9,1,NA,618,0,1,0,0,0,0,0,1,0,0,0,0,0
4068,1765,2,62,16,NA,NA,801,0,4,1,0,0,0,0,0,0,0,0,0,0
4098,4389,2,33,16,1,NA,1296,0,5,0,0,0,0,0,0,0,1,0,0,0
4099,4695,2,28,18,1,NA,1595,0,2,0,0,0,0,1,0,0,0,0,0,0
4113,4632,2,65,27,NA,NA,1832,0,7,0,0,1,0,0,0,0,0,0,0,0
4149,2004,2,22,6,1,NA,1136,0,3,0,1,0,0,0,0,0,0,0,0,0
4154,79,2,50,21,1,NA,913,0,11,0,0,0,0,0,0,0,0,0,0,1
4182,8757,2,61,14,NA,NA,815,0,4,1,0,0,0,0,0,0,0,0,0,0
4184,5098,2,36,15,1,NA,2164,0,1,0,0,0,0,0,1,0,0,0,0,0
4204,3781,2,57,17,NA,NA,1806,0,10,0,0,0,0,0,0,1,0,0,0,0
4231,9533,2,52,27,NA,NA,1419,0,7,0,0,1,0,0,0,0,0,0,0,0
4239,6331,2,60,14,NA,NA,1630,0,5,0,0,0,0,0,0,0,1,0,0,0
4244,8465,2,64,14,NA,NA,665,0,4,1,0,0,0,0,0,0,0,0,0,0
4251,3266,2,40,25,1,NA,1881,0,9,0,0,0,0,0,0,0,0,0,1,0
4256,10070,2,60,25,NA,NA,910,0,1,0,0,0,0,0,1,0,0,0,0,0
4269,5419,2,35,29,1,NA,1617,0,8,0,0,0,0,0,0,0,0,1,0,0
4303,7776,2,70,19,NA,NA,1407,0,6,0,0,0,1,0,0,0,0,0,0,0
4308,9864,2,18,27,1,NA,1429,0,6,0,0,0,1,0,0,0,0,0,0,0
4418,821,2,61,16,NA,NA,1203,0,5,0,0,0,0,0,0,0,1,0,0,0
4435,4273,2,25,24,2,NA,2047,0,4,1,0,0,0,0,0,0,0,0,0,0
4442,8018,2,46,18,1,NA,1020,0,8,0,0,0,0,0,0,0,0,1,0,0
4458,7616,2,57,16,NA,NA,1489,0,3,0,1,0,0,0,0,0,0,0,0,0
4467,247,2,46,22,1,NA,1771,0,9,0,0,0,0,0,0,0,0,0,1,0
4476,2618,2,18,11,1,NA,441,0,10,0,0,0,0,0,0,1,0,0,0,0
4481,1794,2,56,23,NA,NA,2172,0,8,0,0,0,0,0,0,0,0,1,0,0
4514,703,2,19,13,1,NA,2316,0,1,0,0,0,0,0,1,0,0,0,0,0
4544,7807,2,23,12,3,NA,1078,0,1,0,0,0,0,0,1,0,0,0,0,0
4608,9134,2,25,30,1,NA,1802,0,2,0,0,0,0,1,0,0,0,0,0,0
4654,6611,2,50,19,NA,NA,1565,0,2,0,0,0,0,1,0,0,0,0,0,0
4658,4707,2,75,20,NA,NA,724,0,11,0,0,0,0,0,0,0,0,0,0,1
4673,1556,2,39,21,1,NA,1453,0,10,0,0,0,0,0,0,1,0,0,0,0
4725,8099,2,31,28,1,NA,884,0,10,0,0,0,0,0,0,1,0,0,0,0
4746,2004,2,58,6,NA,NA,1575,0,3,0,1,0,0,0,0,0,0,0,0,0
4787,2308,2,55,13,NA,NA,741,0,1,0,0,0,0,0,1,0,0,0,0,0
4803,4791,2,42,16,1,NA,1140,0,5,0,0,0,0,0,0,0,1,0,0,0
4819,9662,2,26,19,1,NA,1604,0,2,0,0,0,0,1,0,0,0,0,0,0
4825,6847,2,26,14,1,NA,734,0,4,1,0,0,0,0,0,0,0,0,0,0
4854,7893,2,55,8,NA,NA,1328,0,10,0,0,0,0,0,0,1,0,0,0,0
4879,11616,2,69,15,NA,NA,1295,0,1,0,0,0,0,0,1,0,0,0,0,0
4881,2493,2,30,10,1,NA,697,0,6,0,0,0,1,0,0,0,0,0,0,0
4883,9364,2,54,13,NA,NA,2209,0,1,0,0,0,0,0,1,0,0,0,0,0
4941,2499,2,65,19,NA,NA,1846,0,11,0,0,0,0,0,0,0,0,0,0,1
4968,8765,2,25,24,1,NA,930,0,11,0,0,0,0,0,0,0,0,0,0,1
4983,2841,2,30,12,3,NA,518,0,8,0,0,0,0,0,0,0,0,1,0,0
4988,105,2,37,20,1,NA,1346,0,7,0,0,1,0,0,0,0,0,0,0,0
5044,1224,2,23,17,1,NA,1783,0,5,0,0,0,0,0,0,0,1,0,0,0
5053,2884,2,25,14,1,NA,629,0,4,1,0,0,0,0,0,0,0,0,0,0
5072,10278,2,28,11,1,NA,597,0,10,0,0,0,0,0,0,1,0,0,0,0
5109,9587,2,73,18,NA,NA,1613,0,10,0,0,0,0,0,0,1,0,0,0,0
5116,3336,2,70,15,NA,NA,815,0,1,0,0,0,0,0,1,0,0,0,0,0
5155,1125,2,55,25,NA,NA,693,0,1,0,0,0,0,0,1,0,0,0,0,0
5157,4501,2,41,26,1,NA,2014,0,4,1,0,0,0,0,0,0,0,0,0,0
5181,1984,2,36,11,1,NA,1180,0,1,0,0,0,0,0,1,0,0,0,0,0
5201,4916,2,78,5,NA,NA,1893,0,3,0,1,0,0,0,0,0,0,0,0,0
5207,7239,2,88,18,NA,NA,911,0,1,0,0,0,0,0,1,0,0,0,0,0
5327,658,2,36,22,1,NA,1275,0,7,0,0,1,0,0,0,0,0,0,0,0
5343,10255,2,42,18,1,NA,2096,0,8,0,0,0,0,0,0,0,0,1,0,0
5422,1361,2,29,20,1,NA,2596,0,9,0,0,0,0,0,0,0,0,0,1,0
5428,2709,2,71,18,NA,NA,1080,0,9,0,0,0,0,0,0,0,0,0,1,0
5450,11321,2,50,22,NA,NA,1367,0,6,0,0,0,1,0,0,0,0,0,0,0
5480,1217,2,50,26,1,NA,1501,0,1,0,0,0,0,0,1,0,0,0,0,0
5481,2964,2,30,15,1,NA,696,0,11,0,0,0,0,0,0,0,0,0,0,1
5486,6754,2,60,11,NA,NA,843,0,10,0,0,0,0,0,0,1,0,0,0,0
5499,2993,2,29,21,1,NA,552,0,5,0,0,0,0,0,0,0,1,0,0,0
5560,1210,2,38,11,1,NA,1074,0,1,0,0,0,0,0,1,0,0,0,0,0
5562,11282,2,26,20,1,NA,1099,0,7,0,0,1,0,0,0,0,0,0,0,0
5611,5803,2,32,22,1,NA,985,0,7,0,0,1,0,0,0,0,0,0,0,0
5650,1703,2,70,23,NA,NA,1011,0,8,0,0,0,0,0,0,0,0,1,0,0
5669,3396,2,60,15,NA,NA,1559,0,4,1,0,0,0,0,0,0,0,0,0,0
5680,6971,2,49,19,1,NA,918,0,11,0,0,0,0,0,0,0,0,0,0,1
5693,9130,2,29,17,2,NA,2350,0,11,0,0,0,0,0,0,0,0,0,0,1
5696,8963,2,22,16,1,NA,1095,0,11,0,0,0,0,0,0,0,0,0,0,1
5704,2650,2,52,20,NA,NA,993,0,9,0,0,0,0,0,0,0,0,0,1,0
5716,10880,2,78,19,NA,NA,1010,0,11,0,0,0,0,0,0,0,0,0,0,1
5733,6347,2,27,23,1,NA,2003,0,8,0,0,0,0,0,0,0,0,1,0,0
5740,7238,2,30,22,1,NA,1463,0,6,0,0,0,1,0,0,0,0,0,0,0
5790,9990,2,30,15,3,NA,888,0,1,0,0,0,0,0,1,0,0,0,0,0
5799,7431,2,49,15,1,NA,1680,0,5,0,0,0,0,0,0,0,1,0,0,0
5808,2359,2,32,15,1,NA,1084,0,5,0,0,0,0,0,0,0,1,0,0,0
5823,5837,2,29,19,1,NA,1379,0,11,0,0,0,0,0,0,0,0,0,0,1
5881,9563,2,58,8,NA,NA,1344,0,10,0,0,0,0,0,0,1,0,0,0,0
5894,4695,2,56,18,NA,NA,588,0,2,0,0,0,0,1,0,0,0,0,0,0
5952,7879,2,47,21,1,NA,705,0,11,0,0,0,0,0,0,0,0,0,0,1
5993,5223,2,18,14,1,NA,1564,0,5,0,0,0,0,0,0,0,1,0,0,0
6056,5632,2,50,18,NA,NA,2462,0,4,1,0,0,0,0,0,0,0,0,0,0
6068,1871,2,53,15,NA,NA,881,0,8,0,0,0,0,0,0,0,0,1,0,0
6108,79,2,22,21,1,NA,620,0,11,0,0,0,0,0,0,0,0,0,0,1
6127,2972,2,35,19,1,NA,1025,0,10,0,0,0,0,0,0,1,0,0,0,0
6141,9563,2,32,8,2,NA,1696,0,10,0,0,0,0,0,0,1,0,0,0,0
6179,7717,2,18,10,1,NA,1000,0,6,0,0,0,1,0,0,0,0,0,0,0
6190,4397,2,46,16,1,NA,1208,0,4,1,0,0,0,0,0,0,0,0,0,0
6205,536,2,65,20,NA,NA,911,0,9,0,0,0,0,0,0,0,0,0,1,0
6207,4274,2,44,25,1,NA,2217,0,9,0,0,0,0,0,0,0,0,0,1,0
6288,5982,2,36,17,1,NA,1926,0,3,0,1,0,0,0,0,0,0,0,0,0
6307,457,2,29,24,1,NA,1862,0,4,1,0,0,0,0,0,0,0,0,0,0
6308,2563,2,50,30,NA,NA,1172,0,2,0,0,0,0,1,0,0,0,0,0,0
6322,7962,2,48,3,1,NA,1307,0,3,0,1,0,0,0,0,0,0,0,0,0
6401,11898,2,26,30,1,NA,1408,0,2,0,0,0,0,1,0,0,0,0,0,0
6429,2001,2,75,27,NA,NA,446,0,6,0,0,0,1,0,0,0,0,0,0,0
6446,5883,2,58,22,NA,NA,1493,0,6,0,0,0,1,0,0,0,0,0,0,0
6485,3355,2,71,24,NA,NA,1802,0,7,0,0,1,0,0,0,0,0,0,0,0
6492,6658,2,32,13,1,NA,1771,0,1,0,0,0,0,0,1,0,0,0,0,0
6531,8684,2,23,16,1,NA,1746,0,5,0,0,0,0,0,0,0,1,0,0,0
6560,8546,2,37,27,1,NA,1423,0,7,0,0,1,0,0,0,0,0,0,0,0
6565,1704,2,52,11,NA,NA,756,0,1,0,0,0,0,0,1,0,0,0,0,0
6590,9768,2,31,25,1,NA,2448,0,4,1,0,0,0,0,0,0,0,0,0,0
6633,1125,2,25,25,1,NA,609,0,1,0,0,0,0,0,1,0,0,0,0,0
6687,1231,2,77,17,NA,NA,578,0,6,0,0,0,1,0,0,0,0,0,0,0
6702,3168,2,40,7,1,NA,1386,1,3,0,1,0,0,0,0,0,0,0,0,0
6705,11663,2,29,10,1,NA,1140,0,1,0,0,0,0,0,1,0,0,0,0,0
6707,11844,2,36,19,1,NA,1582,0,11,0,0,0,0,0,0,0,0,0,0,1
6714,9300,2,60,15,NA,NA,1712,0,5,0,0,0,0,0,0,0,1,0,0,0
6733,8633,2,40,20,1,NA,1184,0,5,0,0,0,0,0,0,0,1,0,0,0
6756,2072,2,26,20,1,NA,1466,0,9,0,0,0,0,0,0,0,0,0,1,0
6797,7116,2,29,22,1,NA,1220,0,7,0,0,1,0,0,0,0,0,0,0,0
6806,6139,2,57,22,NA,NA,879,0,6,0,0,0,1,0,0,0,0,0,0,0
6829,7889,2,21,20,1,NA,714,0,9,0,0,0,0,0,0,0,0,0,1,0
6890,10592,2,33,26,1,NA,1305,0,4,1,0,0,0,0,0,0,0,0,0,0
6891,10686,2,40,18,1,NA,2064,0,9,0,0,0,0,0,0,0,0,0,1,0
6931,9920,2,55,14,NA,NA,2173,0,4,1,0,0,0,0,0,0,0,0,0,0
6953,9221,2,49,25,1,NA,875,0,4,1,0,0,0,0,0,0,0,0,0,0
6957,1564,2,49,24,1,NA,2665,0,4,1,0,0,0,0,0,0,0,0,0,0
6959,5655,2,42,18,1,NA,646,0,3,0,1,0,0,0,0,0,0,0,0,0
7028,4928,2,55,17,NA,NA,1498,0,4,1,0,0,0,0,0,0,0,0,0,0
7032,5163,2,47,28,1,NA,1324,0,10,0,0,0,0,0,0,1,0,0,0,0
7062,6768,2,23,12,2,NA,1036,0,10,0,0,0,0,0,0,1,0,0,0,0
7075,3266,2,34,25,1,NA,1738,0,9,0,0,0,0,0,0,0,0,0,1,0
7136,9660,2,21,20,1,NA,931,0,11,0,0,0,0,0,0,0,0,0,0,1
7172,2388,2,31,20,1,NA,1454,0,5,0,0,0,0,0,0,0,1,0,0,0
7182,936,2,65,23,NA,NA,545,0,11,0,0,0,0,0,0,0,0,0,0,1
7216,5288,2,41,10,1,NA,1440,0,6,0,0,0,1,0,0,0,0,0,0,0
7224,9226,2,70,26,NA,NA,1033,0,1,0,0,0,0,0,1,0,0,0,0,0
7229,7893,2,26,8,1,NA,1326,0,10,0,0,0,0,0,0,1,0,0,0,0
7282,7285,2,27,13,1,NA,1688,0,5,0,0,0,0,0,0,0,1,0,0,0
7328,11312,2,50,22,NA,NA,1731,0,6,0,0,0,1,0,0,0,0,0,0,0
7376,1466,2,70,27,NA,NA,1091,0,1,0,0,0,0,0,1,0,0,0,0,0
7406,186,2,53,10,NA,NA,1042,0,10,0,0,0,0,0,0,1,0,0,0,0
7410,6942,2,18,14,1,NA,1901,0,5,0,0,0,0,0,0,0,1,0,0,0
7415,3696,2,40,27,1,NA,2017,0,7,0,0,1,0,0,0,0,0,0,0,0
7419,9864,2,40,27,1,NA,1817,0,6,0,0,0,1,0,0,0,0,0,0,0
7429,1547,2,27,20,2,NA,1492,0,11,0,0,0,0,0,0,0,0,0,0,1
7457,2354,2,57,5,NA,NA,1435,0,3,0,1,0,0,0,0,0,0,0,0,0
7478,8962,2,67,25,NA,NA,265,0,10,0,0,0,0,0,0,1,0,0,0,0
7524,2631,2,19,20,1,NA,1259,0,11,0,0,0,0,0,0,0,0,0,0,1
7527,7320,2,45,24,1,NA,2224,0,7,0,0,1,0,0,0,0,0,0,0,0
7646,813,2,38,19,1,NA,755,0,11,0,0,0,0,0,0,0,0,0,0,1
7657,11417,2,58,17,NA,NA,799,0,1,0,0,0,0,0,1,0,0,0,0,0
7677,7285,2,53,13,NA,NA,3400,0,5,0,0,0,0,0,0,0,1,0,0,0
7687,556,2,42,21,1,NA,1182,0,1,0,0,0,0,0,1,0,0,0,0,0
7759,8688,2,60,21,NA,NA,1188,0,5,0,0,0,0,0,0,0,1,0,0,0
7773,2332,2,50,21,NA,NA,1748,0,5,0,0,0,0,0,0,0,1,0,0,0
7826,2720,2,42,19,1,NA,612,0,11,0,0,0,0,0,0,0,0,0,0,1
7830,3703,2,32,20,1,NA,1204,0,2,0,0,0,0,1,0,0,0,0,0,0
7869,2483,2,39,28,1,NA,1644,0,1,0,0,0,0,0,1,0,0,0,0,0
7894,7251,2,80,14,NA,NA,2087,0,4,1,0,0,0,0,0,0,0,0,0,0
7937,6200,2,60,25,NA,NA,1219,0,4,1,0,0,0,0,0,0,0,0,0,0
7939,3557,2,36,16,1,NA,1733,0,7,0,0,1,0,0,0,0,0,0,0,0
