SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
18493,7243,1,22,26,4009,0,4,0,0,0,0,0,0,0,1,0
18495,527,1,69,11,1133,0,3,0,1,0,0,0,0,0,0,0
18509,6625,1,60,8,862,0,4,0,0,0,0,0,0,0,1,0
18558,7644,1,23,28,2482,0,4,0,0,0,0,0,0,0,1,0
18565,11125,1,18,29,2321,0,7,0,0,0,0,0,1,0,0,0
18570,10917,1,45,23,1009,0,1,0,0,1,0,0,0,0,0,0
18686,10236,1,44,27,1894,0,1,0,0,1,0,0,0,0,0,0
18696,7957,1,35,27,1948,0,7,0,0,0,0,0,1,0,0,0
18701,2591,1,45,21,2367,0,9,1,0,0,0,0,0,0,0,0
18703,9220,1,29,18,1232,0,5,0,0,0,0,1,0,0,0,0
18760,7073,1,38,18,2277,0,6,0,0,0,0,0,0,0,0,1
18911,10715,1,36,20,770,0,8,0,0,0,1,0,0,0,0,0
19003,7797,1,25,23,3782,0,9,1,0,0,0,0,0,0,0,0
19022,2949,1,62,24,1138,0,9,1,0,0,0,0,0,0,0,0
19042,333,1,24,9,2404,0,2,0,0,0,0,0,0,1,0,0
19073,4619,1,27,4,1571,0,4,0,0,0,0,0,0,0,1,0
19088,9442,1,40,9,2009,0,9,1,0,0,0,0,0,0,0,0
19160,9394,1,40,24,1544,0,3,0,1,0,0,0,0,0,0,0
19217,7127,1,70,7,815,1,9,1,0,0,0,0,0,0,0,0
19335,9607,1,35,5,1883,0,8,0,0,0,1,0,0,0,0,0
19340,11125,1,46,29,2737,0,7,0,0,0,0,0,1,0,0,0
19353,7681,1,18,25,1584,0,6,0,0,0,0,0,0,0,0,1
19362,10370,1,29,19,1747,0,3,0,1,0,0,0,0,0,0,0
19375,10140,1,25,18,1122,0,6,0,0,0,0,0,0,0,0,1
19376,6699,1,40,4,2236,0,3,0,1,0,0,0,0,0,0,0
19385,11168,1,40,16,2252,0,8,0,0,0,1,0,0,0,0,0
19423,11887,1,22,5,1303,0,7,0,0,0,0,0,1,0,0,0
19462,9293,1,40,18,3176,0,6,0,0,0,0,0,0,0,0,1
19483,6980,1,50,21,2609,0,9,1,0,0,0,0,0,0,0,0
19500,6927,1,27,6,1571,0,8,0,0,0,1,0,0,0,0,0
19522,1095,1,35,9,2399,0,7,0,0,0,0,0,1,0,0,0
19528,2646,1,22,23,3173,0,4,0,0,0,0,0,0,0,1,0
19658,3714,1,45,30,1316,0,1,0,0,1,0,0,0,0,0,0
19673,3793,1,30,6,1851,0,3,0,1,0,0,0,0,0,0,0
19726,9249,1,45,10,2285,0,2,0,0,0,0,0,0,1,0,0
19743,1877,1,60,20,2443,0,3,0,1,0,0,0,0,0,0,0
19744,2080,1,38,8,1659,0,8,0,0,0,1,0,0,0,0,0
19755,2239,1,32,21,2395,0,9,1,0,0,0,0,0,0,0,0
19788,7352,1,26,27,655,0,6,0,0,0,0,0,0,0,0,1
19846,5952,1,39,22,2944,0,8,0,0,0,1,0,0,0,0,0
19875,1028,1,60,6,766,0,1,0,0,1,0,0,0,0,0,0
19903,3584,1,50,18,1309,0,6,0,0,0,0,0,0,0,0,1
19948,154,1,36,18,1990,0,5,0,0,0,0,1,0,0,0,0
19953,4660,1,35,13,1681,0,2,0,0,0,0,0,0,1,0,0
19990,305,1,32,30,2345,0,4,0,0,0,0,0,0,0,1,0
19992,10754,1,50,6,3627,0,5,0,0,0,0,1,0,0,0,0
19996,7848,1,57,14,1950,0,9,1,0,0,0,0,0,0,0,0
20009,4507,1,70,7,1634,1,8,0,0,0,1,0,0,0,0,0
20069,6520,1,40,8,2204,0,3,0,1,0,0,0,0,0,0,0
20081,2271,1,45,20,1654,0,5,0,0,0,0,1,0,0,0,0
20099,5401,1,48,31,3271,0,7,0,0,0,0,0,1,0,0,0
20144,2923,1,18,2,1663,0,4,0,0,0,0,0,0,0,1,0
20211,3882,1,25,20,2147,0,9,1,0,0,0,0,0,0,0,0
20308,10425,1,50,5,1136,0,9,1,0,0,0,0,0,0,0,0
20458,3707,1,32,10,1114,0,8,0,0,0,1,0,0,0,0,0
20461,10910,1,56,8,1161,0,1,0,0,1,0,0,0,0,0,0
20467,1646,1,72,8,1553,0,8,0,0,0,1,0,0,0,0,0
20485,6303,1,20,12,2442,0,2,0,0,0,0,0,0,1,0,0
20522,10606,1,70,5,2069,0,5,0,0,0,0,1,0,0,0,0
20612,11527,1,25,21,1027,0,3,0,1,0,0,0,0,0,0,0
20646,11038,1,23,2,2307,0,4,0,0,0,0,0,0,0,1,0
20662,10830,1,45,15,1961,0,1,0,0,1,0,0,0,0,0,0
20672,1745,1,47,19,1294,0,3,0,1,0,0,0,0,0,0,0
20674,2178,1,42,10,1496,0,1,0,0,1,0,0,0,0,0,0
20694,3410,1,50,4,2637,0,4,0,0,0,0,0,0,0,1,0
20750,5470,1,63,14,1196,0,6,0,0,0,0,0,0,0,0,1
20818,6578,1,20,29,1613,0,7,0,0,0,0,0,1,0,0,0
20876,2220,1,66,3,2274,0,7,0,0,0,0,0,1,0,0,0
20899,8792,1,42,25,2494,0,7,0,0,0,0,0,1,0,0,0
20926,8144,1,38,1,1902,1,3,0,1,0,0,0,0,0,0,0
20939,6279,1,78,20,1635,0,5,0,0,0,0,1,0,0,0,0
20950,5456,1,27,2,1770,0,4,0,0,0,0,0,0,0,1,0
20963,163,1,28,7,1921,1,9,1,0,0,0,0,0,0,0,0
21036,3714,1,18,30,2044,0,1,0,0,1,0,0,0,0,0,0
21091,6194,1,40,26,2014,0,2,0,0,0,0,0,0,1,0,0
21177,59,1,48,10,1335,0,1,0,0,1,0,0,0,0,0,0
21182,2775,1,52,16,1308,0,5,0,0,0,0,1,0,0,0,0
21219,5501,1,60,18,2204,0,8,0,0,0,1,0,0,0,0,0
21233,4754,1,32,6,2071,0,4,0,0,0,0,0,0,0,1,0
21274,4202,1,28,24,1670,0,4,0,0,0,0,0,0,0,1,0
21311,2717,1,75,10,2078,0,9,1,0,0,0,0,0,0,0,0
21358,5302,1,75,16,928,0,5,0,0,0,0,1,0,0,0,0
21364,8891,1,23,25,936,0,6,0,0,0,0,0,0,0,0,1
21366,3237,1,32,22,3402,0,2,0,0,0,0,0,0,1,0,0
21376,10370,1,38,19,2357,0,3,0,1,0,0,0,0,0,0,0
21399,1142,1,18,3,1227,0,8,0,0,0,1,0,0,0,0,0
21436,8306,1,68,22,1071,0,2,0,0,0,0,0,0,1,0,0
21557,5753,1,22,5,1842,0,7,0,0,0,0,0,1,0,0,0
21564,8630,1,50,22,1794,0,4,0,0,0,0,0,0,0,1,0
21601,11400,1,29,10,2094,0,1,0,0,1,0,0,0,0,0,0
21602,854,1,35,23,2266,0,4,0,0,0,0,0,0,0,1,0
21631,9883,1,60,14,2691,0,9,1,0,0,0,0,0,0,0,0
21672,11701,1,24,22,1607,0,5,0,0,0,0,1,0,0,0,0
21706,726,1,31,6,1393,0,4,0,0,0,0,0,0,0,1,0
21732,6858,1,32,22,3111,0,6,0,0,0,0,0,0,0,0,1
21741,4422,1,18,24,1353,0,2,0,0,0,0,0,0,1,0,0
21754,1474,1,50,5,2134,0,8,0,0,0,1,0,0,0,0,0
21802,8147,1,28,8,1441,0,4,0,0,0,0,0,0,0,1,0
21912,428,1,40,26,1427,0,2,0,0,0,0,0,0,1,0,0
21927,3931,1,62,27,1984,0,3,0,1,0,0,0,0,0,0,0
21953,4739,1,30,6,4213,0,5,0,0,0,0,1,0,0,0,0
22009,3232,1,47,9,1742,0,8,0,0,0,1,0,0,0,0,0
22052,10606,1,32,5,2510,0,5,0,0,0,0,1,0,0,0,0
22127,4726,1,20,22,1429,0,2,0,0,0,0,0,0,1,0,0
22318,11775,1,75,27,837,0,3,0,1,0,0,0,0,0,0,0
22320,6303,1,26,12,2444,0,2,0,0,0,0,0,0,1,0,0
22427,6102,1,47,21,2540,0,4,0,0,0,0,0,0,0,1,0
22433,4018,1,40,22,2151,0,2,0,0,0,0,0,0,1,0,0
22443,5573,1,60,24,1806,0,5,0,0,0,0,1,0,0,0,0
22581,1419,1,24,19,2428,0,1,0,0,1,0,0,0,0,0,0
22629,11247,1,31,25,2568,0,7,0,0,0,0,0,1,0,0,0
22652,7026,1,26,25,1980,0,4,0,0,0,0,0,0,0,1,0
22690,7843,1,38,9,1066,0,7,0,0,0,0,0,1,0,0,0
22768,9214,1,38,14,1766,0,9,1,0,0,0,0,0,0,0,0
22773,2568,1,65,12,1567,0,8,0,0,0,1,0,0,0,0,0
22830,1844,1,30,7,1225,1,7,0,0,0,0,0,1,0,0,0
22841,2392,1,70,20,1737,0,5,0,0,0,0,1,0,0,0,0
22938,2287,1,60,13,424,0,2,0,0,0,0,0,0,1,0,0
22944,10766,1,68,16,626,0,9,1,0,0,0,0,0,0,0,0
22975,8776,1,30,17,1479,0,6,0,0,0,0,0,0,0,0,1
22995,10038,1,40,29,1287,0,7,0,0,0,0,0,1,0,0,0
23011,1480,1,20,3,1547,0,7,0,0,0,0,0,1,0,0,0
23023,10374,1,80,28,1026,0,6,0,0,0,0,0,0,0,0,1
23028,11184,1,40,3,1168,0,8,0,0,0,1,0,0,0,0,0
23174,4229,1,65,1,2245,1,1,0,0,1,0,0,0,0,0,0
23175,1523,1,18,26,2408,0,4,0,0,0,0,0,0,0,1,0
23184,5320,1,22,7,2404,1,7,0,0,0,0,0,1,0,0,0
23194,7720,1,42,18,2998,0,8,0,0,0,1,0,0,0,0,0
23215,3849,1,56,13,1237,0,8,0,0,0,1,0,0,0,0,0
23239,8621,1,40,12,2300,0,6,0,0,0,0,0,0,0,0,1
23262,10814,1,28,8,2076,0,4,0,0,0,0,0,0,0,1,0
23273,6852,1,40,2,1698,0,4,0,0,0,0,0,0,0,1,0
23300,3118,1,33,23,848,0,7,0,0,0,0,0,1,0,0,0
23314,1652,1,50,29,1482,0,7,0,0,0,0,0,1,0,0,0
23442,4529,1,38,30,1837,0,4,0,0,0,0,0,0,0,1,0
23505,527,1,40,11,1133,0,3,0,1,0,0,0,0,0,0,0
23532,6005,1,25,13,2210,0,8,0,0,0,1,0,0,0,0,0
23546,711,1,53,6,2620,0,3,0,1,0,0,0,0,0,0,0
23579,9283,1,65,12,4202,0,2,0,0,0,0,0,0,1,0,0
23633,7154,1,55,1,2054,1,1,0,0,1,0,0,0,0,0,0
23653,10178,1,25,16,2491,0,8,0,0,0,1,0,0,0,0,0
23678,4719,1,52,21,2695,0,6,0,0,0,0,0,0,0,0,1
23683,9743,1,19,21,2366,0,7,0,0,0,0,0,1,0,0,0
23687,3288,1,65,8,1277,0,8,0,0,0,1,0,0,0,0,0
23706,5645,1,65,22,1513,0,4,0,0,0,0,0,0,0,1,0
23713,4248,1,50,18,1255,0,5,0,0,0,0,1,0,0,0,0
23723,2874,1,18,25,2212,0,6,0,0,0,0,0,0,0,0,1
23744,3483,1,26,21,1226,0,8,0,0,0,1,0,0,0,0,0
23765,679,1,35,25,2247,0,7,0,0,0,0,0,1,0,0,0
23769,1104,1,21,26,1437,0,4,0,0,0,0,0,0,0,1,0
23817,9261,1,70,29,1030,0,7,0,0,0,0,0,1,0,0,0
23832,11615,1,53,22,2296,0,6,0,0,0,0,0,0,0,0,1
23871,963,1,60,21,1668,0,9,1,0,0,0,0,0,0,0,0
23901,2053,1,80,18,1539,0,9,1,0,0,0,0,0,0,0,0
23962,6170,1,22,27,1960,0,6,0,0,0,0,0,0,0,0,1
23970,4152,1,45,14,1116,0,2,0,0,0,0,0,0,1,0,0
24059,1754,1,65,7,1234,1,9,1,0,0,0,0,0,0,0,0
24063,10953,1,40,28,1173,0,1,0,0,1,0,0,0,0,0,0
24100,345,1,24,11,2745,0,2,0,0,0,0,0,0,1,0,0
24105,2218,1,20,8,1925,0,9,1,0,0,0,0,0,0,0,0
24123,7461,1,20,14,2120,0,8,0,0,0,1,0,0,0,0,0
24143,7469,1,20,27,1309,0,3,0,1,0,0,0,0,0,0,0
24155,874,1,22,22,4093,0,3,0,1,0,0,0,0,0,0,0
24184,1978,1,35,10,1841,0,8,0,0,0,1,0,0,0,0,0
24267,4380,1,45,24,970,0,2,0,0,0,0,0,0,1,0,0
24309,5398,1,45,27,727,0,4,0,0,0,0,0,0,0,1,0
24334,8260,1,22,30,2449,0,4,0,0,0,0,0,0,0,1,0
24472,2014,1,50,23,2420,0,6,0,0,0,0,0,0,0,0,1
24516,6092,1,20,27,565,0,7,0,0,0,0,0,1,0,0,0
24518,2734,1,24,3,885,0,1,0,0,1,0,0,0,0,0,0
24532,1761,1,32,20,2505,0,5,0,0,0,0,1,0,0,0,0
24581,5551,1,33,10,1092,0,9,1,0,0,0,0,0,0,0,0
24630,9716,1,35,25,2944,0,6,0,0,0,0,0,0,0,0,1
24817,3099,1,55,13,1963,0,8,0,0,0,1,0,0,0,0,0
24834,11374,1,60,28,1487,0,1,0,0,1,0,0,0,0,0,0
24923,11432,1,21,26,1010,0,3,0,1,0,0,0,0,0,0,0
25011,7024,1,35,8,2490,0,4,0,0,0,0,0,0,0,1,0
25016,299,1,80,22,1483,0,8,0,0,0,1,0,0,0,0,0
25047,7638,1,35,11,1009,0,2,0,0,0,0,0,0,1,0,0
25054,9708,1,28,27,1146,0,7,0,0,0,0,0,1,0,0,0
25056,727,1,45,12,1182,0,4,0,0,0,0,0,0,0,1,0
25071,2923,1,45,2,1278,0,4,0,0,0,0,0,0,0,1,0
25073,144,1,52,21,2323,0,9,1,0,0,0,0,0,0,0,0
25129,3494,1,23,14,1996,0,6,0,0,0,0,0,0,0,0,1
25134,2883,1,42,8,1004,0,1,0,0,1,0,0,0,0,0,0
25229,9128,1,30,14,1459,0,9,1,0,0,0,0,0,0,0,0
25326,8450,1,18,10,2181,0,2,0,0,0,0,0,0,1,0,0
25333,6060,1,60,22,2310,0,3,0,1,0,0,0,0,0,0,0
25416,7262,1,20,16,1376,0,9,1,0,0,0,0,0,0,0,0
25439,235,1,34,8,2169,0,3,0,1,0,0,0,0,0,0,0
25454,4717,1,60,30,1773,0,5,0,0,0,0,1,0,0,0,0
25505,959,1,28,6,367,0,4,0,0,0,0,0,0,0,1,0
25551,208,1,40,7,2101,1,9,1,0,0,0,0,0,0,0,0
25559,11885,1,52,14,1584,0,2,0,0,0,0,0,0,1,0,0
25579,1884,1,40,22,2525,0,6,0,0,0,0,0,0,0,0,1
25594,11700,1,19,10,2275,0,8,0,0,0,1,0,0,0,0,0
25623,9421,1,35,27,2403,0,7,0,0,0,0,0,1,0,0,0
25638,483,1,42,23,2230,0,1,0,0,1,0,0,0,0,0,0
25682,9824,1,35,26,659,0,4,0,0,0,0,0,0,0,1,0
25715,10571,1,18,18,2869,0,6,0,0,0,0,0,0,0,0,1
25721,10273,1,25,9,1822,0,7,0,0,0,0,0,1,0,0,0
25784,7002,1,37,10,3183,0,9,1,0,0,0,0,0,0,0,0
25804,1882,1,26,28,2676,0,4,0,0,0,0,0,0,0,1,0
25809,3848,1,34,18,1676,0,1,0,0,1,0,0,0,0,0,0
25824,7073,1,80,18,2241,0,6,0,0,0,0,0,0,0,0,1
25852,6125,1,52,8,3496,0,5,0,0,0,0,1,0,0,0,0
25860,6278,1,24,3,980,0,9,1,0,0,0,0,0,0,0,0
25912,8568,1,20,22,1785,0,2,0,0,0,0,0,0,1,0,0
25948,9335,1,49,20,1700,0,4,0,0,0,0,0,0,0,1,0
25964,8548,1,50,10,1030,0,8,0,0,0,1,0,0,0,0,0
26047,7772,1,65,12,1774,0,2,0,0,0,0,0,0,1,0,0
26103,8795,1,22,9,1741,0,2,0,0,0,0,0,0,1,0,0
26119,7518,1,24,22,2862,0,6,0,0,0,0,0,0,0,0,1
26136,10999,1,62,7,2039,1,5,0,0,0,0,1,0,0,0,0
26154,1705,1,26,4,1761,0,5,0,0,0,0,1,0,0,0,0
26182,513,1,42,10,1425,0,2,0,0,0,0,0,0,1,0,0
26212,542,1,18,16,992,0,8,0,0,0,1,0,0,0,0,0
26258,7336,1,21,23,3460,0,9,1,0,0,0,0,0,0,0,0
26295,11711,1,49,30,2370,0,5,0,0,0,0,1,0,0,0,0
26307,9480,1,25,29,1054,0,7,0,0,0,0,0,1,0,0,0
26387,5668,1,18,18,970,0,5,0,0,0,0,1,0,0,0,0
26435,10921,1,70,9,1482,0,9,1,0,0,0,0,0,0,0,0
26515,1696,1,20,22,1658,0,2,0,0,0,0,0,0,1,0,0
26558,5262,1,37,23,2265,0,6,0,0,0,0,0,0,0,0,1
26609,4526,1,40,22,1561,0,6,0,0,0,0,0,0,0,0,1
26628,8306,1,32,22,609,0,2,0,0,0,0,0,0,1,0,0
26645,10732,1,52,22,2861,0,7,0,0,0,0,0,1,0,0,0
26657,4643,1,62,22,1473,0,2,0,0,0,0,0,0,1,0,0
26673,10630,1,55,21,1924,0,3,0,1,0,0,0,0,0,0,0
26758,521,1,45,23,1962,0,1,0,0,1,0,0,0,0,0,0
26759,9943,1,25,5,2142,0,8,0,0,0,1,0,0,0,0,0
26763,9169,1,28,26,1410,0,4,0,0,0,0,0,0,0,1,0
26818,11699,1,45,10,2204,0,4,0,0,0,0,0,0,0,1,0
26839,2594,1,23,12,2155,0,6,0,0,0,0,0,0,0,0,1
26911,4627,1,36,24,1477,0,2,0,0,0,0,0,0,1,0,0
27004,7137,1,24,21,1733,0,9,1,0,0,0,0,0,0,0,0
27026,125,1,22,12,2659,0,8,0,0,0,1,0,0,0,0,0
27058,10593,1,30,4,2066,0,4,0,0,0,0,0,0,0,1,0
27076,11472,1,22,2,940,0,4,0,0,0,0,0,0,0,1,0
27105,4172,1,18,25,2174,0,1,0,0,1,0,0,0,0,0,0
27110,6615,1,38,24,1771,0,5,0,0,0,0,1,0,0,0,0
27124,8880,1,42,4,1260,0,3,0,1,0,0,0,0,0,0,0
27135,2517,1,24,26,1537,0,1,0,0,1,0,0,0,0,0,0
27165,9993,1,18,24,2195,0,4,0,0,0,0,0,0,0,1,0
27179,3521,1,32,21,2631,0,3,0,1,0,0,0,0,0,0,0
27192,4496,1,25,27,1799,0,7,0,0,0,0,0,1,0,0,0
27204,824,1,20,17,1568,0,6,0,0,0,0,0,0,0,0,1
27219,4111,1,29,14,1452,0,6,0,0,0,0,0,0,0,0,1
27220,6785,1,35,3,862,0,7,0,0,0,0,0,1,0,0,0
27240,960,1,36,25,2727,0,6,0,0,0,0,0,0,0,0,1
27246,10114,1,21,13,2696,0,2,0,0,0,0,0,0,1,0,0
27250,2301,1,36,3,1406,0,9,1,0,0,0,0,0,0,0,0
27275,6407,1,29,18,1511,0,8,0,0,0,1,0,0,0,0,0
27305,7756,1,45,10,1329,0,4,0,0,0,0,0,0,0,1,0
27373,374,1,19,4,3296,0,4,0,0,0,0,0,0,0,1,0
27376,8566,1,21,22,4169,0,2,0,0,0,0,0,0,1,0,0
27417,1896,1,40,23,964,0,6,0,0,0,0,0,0,0,0,1
27419,2122,1,70,10,1004,0,2,0,0,0,0,0,0,1,0,0
27464,4880,1,45,7,2894,1,9,1,0,0,0,0,0,0,0,0
27470,5750,1,60,11,2713,0,3,0,1,0,0,0,0,0,0,0
27474,8450,1,50,10,1132,0,2,0,0,0,0,0,0,1,0,0
27564,10901,1,20,12,1324,0,8,0,0,0,1,0,0,0,0,0
27574,9576,1,20,5,1352,0,7,0,0,0,0,0,1,0,0,0
27592,5991,1,70,4,1284,0,3,0,1,0,0,0,0,0,0,0
27652,7254,1,52,13,2357,0,1,0,0,1,0,0,0,0,0,0
27666,339,1,36,29,2492,0,7,0,0,0,0,0,1,0,0,0
27766,3958,1,18,20,2591,0,8,0,0,0,1,0,0,0,0,0
27771,8627,1,56,14,1761,0,9,1,0,0,0,0,0,0,0,0
27775,10382,1,40,13,2158,0,2,0,0,0,0,0,0,1,0,0
27820,11125,1,20,29,2873,0,7,0,0,0,0,0,1,0,0,0
27881,11125,1,23,29,2773,0,7,0,0,0,0,0,1,0,0,0
27915,11247,1,65,25,2749,0,7,0,0,0,0,0,1,0,0,0
27956,1526,1,37,8,3152,0,3,0,1,0,0,0,0,0,0,0
27989,7855,1,45,9,1647,0,7,0,0,0,0,0,1,0,0,0
28008,1461,1,88,10,1562,0,2,0,0,0,0,0,0,1,0,0
28087,11206,1,43,5,2084,0,7,0,0,0,0,0,1,0,0,0
28105,5561,1,45,21,2106,0,5,0,0,0,0,1,0,0,0,0
28152,6007,1,69,3,1306,0,8,0,0,0,1,0,0,0,0,0
28204,7469,1,48,27,1584,0,3,0,1,0,0,0,0,0,0,0
28211,9315,1,20,20,2910,0,6,0,0,0,0,0,0,0,0,1
28308,9600,1,20,6,1902,0,3,0,1,0,0,0,0,0,0,0
28373,757,1,55,2,1474,0,4,0,0,0,0,0,0,0,1,0
28419,2329,1,21,15,1782,0,8,0,0,0,1,0,0,0,0,0
28420,1632,1,20,11,2319,0,2,0,0,0,0,0,0,1,0,0
28448,8492,1,45,9,2164,0,9,1,0,0,0,0,0,0,0,0
28640,1225,1,31,21,3202,0,8,0,0,0,1,0,0,0,0,0
28655,8459,1,58,22,1224,0,8,0,0,0,1,0,0,0,0,0
28668,980,1,55,23,1432,0,1,0,0,1,0,0,0,0,0,0
28676,7809,1,25,30,1165,0,1,0,0,1,0,0,0,0,0,0
28681,7604,1,24,6,1915,0,8,0,0,0,1,0,0,0,0,0
28706,1292,1,40,8,2778,0,1,0,0,1,0,0,0,0,0,0
28788,8119,1,60,27,2031,0,7,0,0,0,0,0,1,0,0,0
28793,5328,1,70,6,1156,0,5,0,0,0,0,1,0,0,0,0
28797,1225,1,28,21,1963,0,8,0,0,0,1,0,0,0,0,0
28803,5321,1,20,2,2137,0,4,0,0,0,0,0,0,0,1,0
28819,3931,1,18,27,1945,0,3,0,1,0,0,0,0,0,0,0
28841,6785,1,30,3,979,0,7,0,0,0,0,0,1,0,0,0
28881,398,1,32,21,3964,0,9,1,0,0,0,0,0,0,0,0
28963,4880,1,18,7,2052,1,9,1,0,0,0,0,0,0,0,0
28977,2084,1,45,3,1996,0,1,0,0,1,0,0,0,0,0,0
29050,1562,1,52,13,1518,0,1,0,0,1,0,0,0,0,0,0
29178,3304,1,20,2,2703,0,4,0,0,0,0,0,0,0,1,0
29222,1759,1,55,23,1170,0,5,0,0,0,0,1,0,0,0,0
29252,2514,1,70,17,1716,0,6,0,0,0,0,0,0,0,0,1
29269,1745,1,30,19,1848,0,3,0,1,0,0,0,0,0,0,0
29279,11615,1,33,22,3438,0,6,0,0,0,0,0,0,0,0,1
29359,587,1,22,13,2491,0,9,1,0,0,0,0,0,0,0,0
29370,10987,1,33,25,1960,0,4,0,0,0,0,0,0,0,1,0
29394,9966,1,70,16,1183,0,5,0,0,0,0,1,0,0,0,0
29449,7404,1,52,29,1446,0,7,0,0,0,0,0,1,0,0,0
29533,764,1,22,27,1766,0,3,0,1,0,0,0,0,0,0,0
29541,7093,1,26,7,2029,1,4,0,0,0,0,0,0,0,1,0
29610,9380,1,26,29,1458,0,7,0,0,0,0,0,1,0,0,0
29639,6954,1,36,8,1708,0,4,0,0,0,0,0,0,0,1,0
29662,2952,1,24,23,2660,0,7,0,0,0,0,0,1,0,0,0
29690,4123,1,41,21,1824,0,9,1,0,0,0,0,0,0,0,0
29754,349,1,65,7,1502,1,7,0,0,0,0,0,1,0,0,0
29773,10599,1,19,25,1725,0,6,0,0,0,0,0,0,0,0,1
29791,4415,1,35,1,1601,1,3,0,1,0,0,0,0,0,0,0
29954,7455,1,78,9,1857,0,2,0,0,0,0,0,0,1,0,0
29976,7707,1,44,27,3523,0,7,0,0,0,0,0,1,0,0,0
29986,2467,1,30,22,2673,0,2,0,0,0,0,0,0,1,0,0
30000,10599,1,40,25,1350,0,6,0,0,0,0,0,0,0,0,1
30026,10599,1,22,25,2239,0,6,0,0,0,0,0,0,0,0,1
30036,7850,1,23,1,780,1,1,0,0,1,0,0,0,0,0,0
30059,5470,1,20,14,1664,0,6,0,0,0,0,0,0,0,0,1
30076,10969,1,35,6,2405,0,4,0,0,0,0,0,0,0,1,0
30104,1632,1,55,11,1977,0,2,0,0,0,0,0,0,1,0,0
30105,4572,1,65,11,2250,0,3,0,1,0,0,0,0,0,0,0
30122,7721,1,80,23,823,0,6,0,0,0,0,0,0,0,0,1
30123,4938,1,85,22,691,0,5,0,0,0,0,1,0,0,0,0
30132,2239,1,35,21,3522,0,9,1,0,0,0,0,0,0,0,0
30158,9496,1,55,20,2409,0,3,0,1,0,0,0,0,0,0,0
30187,9904,1,45,5,2245,0,9,1,0,0,0,0,0,0,0,0
30200,8234,1,25,23,2180,0,5,0,0,0,0,1,0,0,0,0
30284,1775,1,60,5,1341,0,9,1,0,0,0,0,0,0,0,0
30289,1147,1,58,27,1913,0,1,0,0,1,0,0,0,0,0,0
30330,6348,1,55,19,1708,0,9,1,0,0,0,0,0,0,0,0
30350,8558,1,32,15,1513,0,9,1,0,0,0,0,0,0,0,0
30356,4027,1,30,16,2276,0,5,0,0,0,0,1,0,0,0,0
30368,2600,1,45,24,1608,0,2,0,0,0,0,0,0,1,0,0
30410,7444,1,32,11,2619,0,8,0,0,0,1,0,0,0,0,0
30439,1748,1,52,21,1682,0,9,1,0,0,0,0,0,0,0,0
30520,3741,1,22,23,2720,0,7,0,0,0,0,0,1,0,0,0
30527,2699,1,36,12,2012,0,9,1,0,0,0,0,0,0,0,0
30553,8619,1,20,3,1277,0,1,0,0,1,0,0,0,0,0,0
30671,9069,1,42,25,1855,0,4,0,0,0,0,0,0,0,1,0
30677,10531,1,38,7,2265,1,9,1,0,0,0,0,0,0,0,0
30764,5192,1,26,20,2192,0,8,0,0,0,1,0,0,0,0,0
30820,2703,1,30,16,1904,0,9,1,0,0,0,0,0,0,0,0
30889,7243,1,65,26,2603,0,4,0,0,0,0,0,0,0,1,0
30907,9365,1,35,22,715,0,7,0,0,0,0,0,1,0,0,0
30912,2920,1,42,24,3122,0,3,0,1,0,0,0,0,0,0,0
30966,1434,1,47,12,2216,0,8,0,0,0,1,0,0,0,0,0
31006,573,1,25,23,2552,0,4,0,0,0,0,0,0,0,1,0
31022,10628,1,32,8,3792,0,3,0,1,0,0,0,0,0,0,0
31041,7372,1,21,21,2564,0,4,0,0,0,0,0,0,0,1,0
31093,9116,1,68,29,1923,0,6,0,0,0,0,0,0,0,0,1
31114,529,1,45,12,763,0,8,0,0,0,1,0,0,0,0,0
31173,9292,1,65,17,2225,0,6,0,0,0,0,0,0,0,0,1
31201,5344,1,45,6,2006,0,8,0,0,0,1,0,0,0,0,0
31203,7852,1,32,27,1719,0,7,0,0,0,0,0,1,0,0,0
31239,7218,1,25,8,1799,0,8,0,0,0,1,0,0,0,0,0
31249,6885,1,45,6,2055,0,1,0,0,1,0,0,0,0,0,0
31254,3274,1,35,21,885,0,7,0,0,0,0,0,1,0,0,0
31269,5852,1,33,18,2201,0,1,0,0,1,0,0,0,0,0,0
31376,8714,1,18,30,2222,0,4,0,0,0,0,0,0,0,1,0
31400,8923,1,45,23,2251,0,7,0,0,0,0,0,1,0,0,0
31401,10699,1,60,17,1302,0,6,0,0,0,0,0,0,0,0,1
31410,6550,1,58,5,2725,0,8,0,0,0,1,0,0,0,0,0
31455,10157,1,30,3,1480,0,8,0,0,0,1,0,0,0,0,0
31456,7020,1,48,13,1303,0,2,0,0,0,0,0,0,1,0,0
31460,4409,1,36,29,783,0,6,0,0,0,0,0,0,0,0,1
31532,6225,1,38,6,2804,0,8,0,0,0,1,0,0,0,0,0
31568,2503,1,40,6,3635,0,8,0,0,0,1,0,0,0,0,0
31625,10751,1,35,23,2918,0,9,1,0,0,0,0,0,0,0,0
31628,1283,1,36,7,889,1,7,0,0,0,0,0,1,0,0,0
